@relation 'activity_recognition_PAMS01-weka.filters.unsupervised.attribute.Remove-R1-2,6-8-weka.filters.unsupervised.attribute.Remove-R7-9-weka.filters.unsupervised.attribute.Remove-R10-12-weka.filters.unsupervised.attribute.Remove-R13-15-weka.filters.unsupervised.attribute.Remove-R16-18-weka.filters.unsupervised.attribute.Remove-R25-27-weka.filters.unsupervised.attribute.Remove-R34-36-weka.filters.unsupervised.attribute.Remove-R19-21,36-37,39-44-weka.filters.unsupervised.attribute.Remove-R66-68-weka.filters.unsupervised.attribute.Remove-R64-90-weka.filters.unsupervised.attribute.Remove-R33-weka.filters.unsupervised.attribute.Remove-R43-56'

@attribute accX0 numeric
@attribute accy0 numeric
@attribute accz0 numeric
@attribute accX1 numeric
@attribute accy1 numeric
@attribute accz1 numeric
@attribute accX2 numeric
@attribute accy2 numeric
@attribute accz2 numeric
@attribute accX3 numeric
@attribute accy3 numeric
@attribute accz3 numeric
@attribute accX4 numeric
@attribute accy4 numeric
@attribute accz4 numeric
@attribute accX5 numeric
@attribute accy5 numeric
@attribute accz5 numeric
@attribute accX6 numeric
@attribute accy6 numeric
@attribute accz6 numeric
@attribute accX7 numeric
@attribute accy7 numeric
@attribute accz7 numeric
@attribute gyrox7 numeric
@attribute gyroy7 numeric
@attribute gyroz7 numeric
@attribute accX8 numeric
@attribute accy8 numeric
@attribute accz8 numeric
@attribute accX9 numeric
@attribute accy9 numeric
@attribute CentroidAccX numeric
@attribute CentroidAccY numeric
@attribute CentroidAccZ numeric
@attribute CentroidGyroX numeric
@attribute CentroidGyroY numeric
@attribute CentroidGyroZ numeric
@attribute stdx numeric
@attribute stdy numeric
@attribute stdz numeric
@attribute Realstddev numeric
@attribute maxaccx numeric
@attribute maxaccy numeric
@attribute maxaccz numeric
@attribute maxgyrox numeric
@attribute maxgyroy numeric
@attribute maxgyroz numeric
@attribute class {Sitting,Standing,Running,Walking,DownStairs,UpStairs}

@data
-0.1634,0.15622,9.58399,-0.15443,0.15921,9.58758,-0.16879,0.14545,9.581,-0.17238,0.14784,9.57142,-0.15083,0.15263,9.57501,-0.15921,0.14724,9.57441,-0.15083,0.14844,9.60673,-0.16041,0.15383,9.57621,-0.0226,-0.01466,-0.00489,-0.15921,0.14545,9.58638,-0.15323,0.14365,-0.159272,0.149996,9.581235,-0.021075,-0.01466,-0.003881,0.000483,0.000242,0.001066,0.013383,-0.15083,0.15921,9.60673,-0.01894,-0.01313,-0.00031,Sitting
-0.167,0.15143,9.56962,-0.1664,0.15024,9.5798,-0.14305,0.14784,9.57681,-0.16879,0.16041,9.58938,-0.1658,0.15203,9.57621,-0.15742,0.164,9.58519,-0.15622,0.1652,9.578,-0.1646,0.14904,9.58339,-0.01985,-0.01619,-0.00489,-0.15443,0.14784,9.57082,-0.15981,0.14485,-0.160352,0.153288,9.579321,-0.020464,-0.014111,-0.004124,0.00056,0.00047,0.000358,0.011784,-0.14305,0.1652,9.58938,-0.01802,-0.01222,-0.00031,Sitting
-0.1664,0.16221,9.57202,-0.16879,0.13467,9.56065,-0.15203,0.14425,9.57142,-0.16041,0.14186,9.59776,-0.15622,0.14365,9.56603,-0.15502,0.15323,9.59835,-0.17059,0.15383,9.578,-0.15203,0.16041,9.59297,-0.02199,-0.01283,-0.00855,-0.17358,0.13707,9.59237,-0.14485,0.14365,-0.159992,0.147483,9.582314,-0.021287,-0.013714,-0.003817,0.000811,0.000801,0.001815,0.018512,-0.14485,0.16221,9.59835,-0.01924,-0.01222,-0.00031,Sitting
-0.16101,0.14904,9.5792,-0.14844,0.15443,9.56723,-0.15622,0.15981,9.57501,-0.1664,0.15083,9.57322,-0.15562,0.15562,9.59177,-0.16161,0.15562,9.57681,-0.15323,0.15562,9.55705,-0.15802,0.15562,9.57322,-0.0223,-0.01374,-0.00183,-0.17059,0.15502,9.5804,-0.15562,0.15802,-0.158676,0.154963,9.576389,-0.021594,-0.013225,-0.002902,0.000375,0.000087,0.000925,0.01178,-0.14844,0.15981,9.59177,-0.01894,-0.00977,-0.00031,Sitting
-0.16161,0.14784,9.59117,-0.16759,0.16819,9.58938,-0.16939,0.14844,9.57322,-0.16281,0.14545,9.5798,-0.15682,0.15323,9.581,-0.15383,0.16999,9.56244,-0.17298,0.15203,9.58578,-0.16101,0.15143,9.58219,-0.02199,-0.01161,-0.00031,-0.15024,0.15143,9.57202,-0.15323,0.16281,-0.160951,0.155084,9.580518,-0.020615,-0.013868,-0.005986,0.000506,0.000683,0.000734,0.013866,-0.15024,0.16999,9.59117,-0.01863,-0.011,-0.00031,Sitting
0.30406,-1.24139,9.42537,0.32142,-1.22643,9.45051,0.21727,-1.27252,9.46009,0.3298,-1.20309,9.44153,0.28611,-1.23122,9.46248,0.32382,-1.09774,9.46189,0.32022,-1.32818,9.47565,0.25319,-1.16897,9.45291,-0.02566,-0.03604,-0.00031,0.32142,-1.24498,9.44453,0.28611,-1.16837,0.296342,-1.218289,9.452667,-0.026359,-0.021105,-0.003452,0.012086,0.036184,0.001706,0.070693,0.3298,-1.09774,9.47565,-0.01955,-0.01191,-0.00031,Sitting
0.06823,-1.95127,9.56603,-0.02634,-1.99317,9.53132,0.07063,-1.95606,9.55406,0.06345,-1.97163,9.47386,-0.00958,-1.99437,9.55167,0.00359,-2.00155,9.50378,-0.00239,-1.92254,9.58998,-0.02035,-1.94888,9.52892,-0.00213,-0.01278,-0.00533,0.05148,-1.97761,9.56484,-0.03232,-1.98599,0.01664,-1.970307,9.537902,0.001598,-0.002554,-0.004369,0.015814,0.005685,0.010614,0.056669,0.07063,-1.92254,9.58998,0.00639,0.00959,0,Sitting
0.11013,-1.99437,9.60793,0.03591,-1.9417,9.53611,0.09457,-1.98479,9.58279,-0.01197,-1.96325,9.55646,-0.06464,-2.01113,9.57561,-0.07302,-1.95487,9.54927,0.02155,-2.03268,9.55526,0.10295,-1.95846,9.56244,-0.00107,-0.00533,-0.01065,-0.00359,-1.97043,9.59476,-0.00718,-1.99437,0.020471,-1.980605,9.569265,-0.000641,0.005326,-0.00799,0.038952,0.007111,0.004281,0.070954,0.11013,-1.9417,9.60793,0.01065,0.0277,0,Sitting
-0.20949,0.1634,9.54808,-0.1664,0.17837,9.55466,-0.1664,0.14844,9.52114,-0.167,0.15981,9.50797,-0.10894,0.15263,9.51994,-0.14425,0.14904,9.53192,-0.16101,0.19034,9.53551,-0.15263,0.15562,9.53192,-0.02474,-0.01466,-0.00275,-0.1239,0.17418,9.58459,-0.12929,0.164,-0.152931,0.163583,9.536166,-0.024374,-0.015089,-0.003544,0.007237,0.001686,0.004254,0.0363,-0.10894,0.19034,9.58459,-0.02321,-0.01222,0,Sitting
-0.15921,0.14904,9.53491,-0.14485,0.17957,9.54508,-0.15263,0.15622,9.52832,-0.1658,0.17298,9.5373,-0.15802,0.1646,9.52892,-0.14425,0.15083,9.52413,-0.1664,0.17777,9.5379,-0.1658,0.17178,9.50678,-0.02566,-0.01649,-0.00397,-0.13587,0.16101,9.54209,-0.15263,0.15862,-0.154546,0.164242,9.530897,-0.025657,-0.015059,-0.003787,0.000984,0.001069,0.001125,0.017824,-0.13587,0.17957,9.54508,-0.02352,-0.01161,0,Sitting
-0.17059,0.1658,9.5792,-0.14904,0.15862,9.57322,-0.17059,0.15443,9.56962,-0.16221,0.14245,9.578,-0.14844,0.15802,9.57561,-0.16759,0.14305,9.58578,-0.1646,0.14066,9.5816,-0.14485,0.16281,9.57262,-0.02107,-0.01588,-0.00519,-0.16161,0.15502,9.58818,-0.14844,0.14066,-0.158796,0.152152,9.57944,-0.02031,-0.01408,-0.003756,0.000913,0.000831,0.000444,0.014789,-0.14485,0.1658,9.59057,-0.01649,-0.01069,0,Sitting
-0.18076,0.1658,9.57441,-0.12809,0.17717,9.59776,-0.18016,0.13946,9.58519,-0.17178,0.16819,9.58998,-0.22625,0.15981,9.47386,-0.14245,0.164,9.58698,-0.167,0.15502,9.58219,-0.167,0.15263,9.56962,-0.01985,-0.01374,-0.00305,-0.1664,0.167,9.58578,-0.13527,0.16281,-0.166516,0.161189,9.575969,-0.020556,-0.014201,-0.003053,0.007017,0.000955,0.012922,0.04571,-0.12809,0.17717,9.61392,-0.01894,-0.01069,0,Sitting
-0.16281,0.16221,9.57621,-0.15203,0.15083,9.5792,-0.1664,0.14904,9.58339,-0.15562,0.14126,9.59416,-0.1634,0.14784,9.57142,-0.14964,0.15263,9.58519,-0.1646,0.167,9.57022,-0.16101,0.15802,9.578,-0.01955,-0.01313,-0.00764,-0.17897,0.15143,9.5804,-0.15981,0.164,-0.161429,0.154426,9.579021,-0.021624,-0.013926,-0.004216,0.000612,0.000594,0.000481,0.012991,-0.14964,0.167,9.59416,-0.01955,-0.00977,0,Sitting
-0.38068,-1.1989,9.44213,-0.40342,-1.20847,9.4553,-0.36272,-1.18393,9.42597,-0.37828,-1.19471,9.42238,-0.39205,-1.16418,9.41759,-0.35494,-1.16837,9.42118,-0.40522,-1.20009,9.44273,-0.38846,-1.16538,9.43854,-0.03146,-0.02077,-0.00092,-0.413,-1.18513,9.43794,-0.36751,-1.1582,-0.384628,-1.182736,9.43435,-0.029842,-0.020493,-0.001926,0.003362,0.002829,0.001297,0.027365,-0.35494,-1.1582,9.4553,-0.02627,-0.00641,0,Sitting
-0.89244,0.61471,9.53072,-0.93913,0.65721,9.45889,-0.92895,0.63327,9.52174,-0.91638,0.61172,9.52174,-0.94691,0.6207,9.5391,-0.92296,0.62848,9.48942,-0.91399,0.62549,9.48643,-0.89184,0.60094,9.52533,-0.0226,-0.00855,-0.00519,-0.90321,0.61651,9.52174,-0.91219,0.63267,-0.9168,0.62417,9.510189,-0.023152,-0.019702,-0.003053,0.003021,0.002122,0.005526,0.032663,-0.89184,0.65721,9.5391,-0.01772,-0.00855,0,Sitting
-0.18735,0.17298,9.55526,-0.18136,0.16819,9.54568,-0.18316,0.15742,9.54927,-0.18196,0.17837,9.52773,-0.18435,0.15682,9.5397,-0.21009,0.15921,9.53192,-0.19273,0.16939,9.55825,-0.17358,0.164,9.54628,-0.02596,-0.01344,-0.00305,-0.18794,0.16819,9.53132,-0.17178,0.17897,-0.18543,0.167354,9.541673,-0.025259,-0.014691,-0.002964,0.001033,0.000581,0.001062,0.016358,-0.17178,0.17897,9.55825,-0.02199,-0.01252,0.00031,Sitting
-0.17059,0.167,9.581,-0.16819,0.15323,9.57082,-0.17059,0.15802,9.58818,-0.17059,0.15562,9.57621,-0.16221,0.15622,9.5798,-0.1634,0.15921,9.58578,-0.15562,0.14245,9.59357,-0.16759,0.15143,9.56843,-0.02046,-0.01313,-0.00886,-0.16041,0.14485,9.59776,-0.1664,0.15622,-0.165559,0.154425,9.582853,-0.021533,-0.014355,-0.004947,0.000229,0.000447,0.000801,0.012153,-0.15562,0.167,9.59776,-0.01894,-0.01191,0.00031,Sitting
-0.17178,0.15383,9.56184,-0.1664,0.14605,9.58399,-0.15981,0.14006,9.56543,-0.14664,0.15562,9.59596,-0.164,0.15862,9.55646,-0.15981,0.1646,9.60254,-0.18076,0.15383,9.59357,-0.14844,0.15263,9.59297,-0.0226,-0.01558,-0.00519,-0.15921,0.15143,9.58399,-0.17298,0.16041,-0.162983,0.153708,9.582074,-0.020952,-0.015335,-0.004304,0.001019,0.000443,0.002216,0.019177,-0.14664,0.1646,9.60254,-0.01863,-0.01161,0.00031,Sitting
-0.164,0.15622,9.59716,-0.15862,0.15203,9.57322,-0.15981,0.15083,9.60913,-0.1658,0.15682,9.60853,-0.167,0.16041,9.58219,-0.16161,0.15263,9.5792,-0.14904,0.15443,9.57022,-0.16101,0.14724,9.58399,-0.02321,-0.011,-0.0055,-0.15323,0.15143,9.57681,-0.16101,0.14904,-0.160113,0.153108,9.586025,-0.021227,-0.013774,-0.00446,0.000271,0.000139,0.001767,0.014755,-0.14904,0.16041,9.60913,-0.01924,-0.011,0.00031,Sitting
-0.17478,0.14605,9.5798,-0.16101,0.14904,9.58279,-0.1634,0.15862,9.58638,-0.15143,0.15443,9.58459,-0.17298,0.15323,9.58279,-0.1646,0.15862,9.5786,-0.164,0.13587,9.59776,-0.167,0.16041,9.56663,-0.01955,-0.01436,-0.00244,-0.15263,0.15682,9.58638,-0.1664,0.15562,-0.163823,0.152871,9.580696,-0.022296,-0.013714,-0.003878,0.000508,0.000499,0.000961,0.01403,-0.15143,0.16041,9.59776,-0.01955,-0.011,0.00031,Sitting
-0.90621,0.63805,9.48463,-0.89842,0.64643,9.50259,-0.91459,0.64823,9.48164,-0.90261,0.65481,9.51097,-0.89543,0.63686,9.50199,-0.90261,0.67157,9.51635,-0.91877,0.64344,9.52832,-0.90082,0.63925,9.50498,-0.02474,-0.01894,0,-0.97324,0.62848,9.49959,-0.96486,0.67038,-0.917756,0.64775,9.499893,-0.02312,-0.015822,-0.002598,0.00706,0.001806,0.002831,0.0342,-0.89543,0.67157,9.52832,-0.01191,-0.00489,0.00031,Sitting
0.06404,1.08577,9.89285,0.08081,1.08218,9.89285,0.06883,1.08337,9.89943,0.07182,1.07919,9.89464,0.06944,1.09116,9.88986,0.06285,1.08038,9.88686,0.07721,1.08698,9.89285,0.06285,1.08398,9.88567,-0.00026,0.00052,-0.00098,0.06105,1.07799,9.88806,0.07242,1.09834,0.069132,1.084934,9.891232,0.000189,-0.000152,-0.000468,0.00039,0.000336,0.000153,0.009375,0.08081,1.09834,9.89943,0.0006,0.00093,0.0005,Sitting
-0.17178,0.15143,9.5391,-0.15562,0.15024,9.50259,-0.164,0.15981,9.52533,-0.14904,0.16101,9.5379,-0.15622,0.15862,9.52713,-0.15802,0.1652,9.52773,-0.1646,0.167,9.53192,-0.13108,0.16999,9.51216,-0.02352,-0.01619,-0.00489,-0.17298,0.14844,9.51575,-0.16041,0.14605,-0.158375,0.157779,9.524315,-0.024556,-0.015607,-0.004398,0.001312,0.000626,0.001175,0.017646,-0.13108,0.16999,9.5391,-0.0223,-0.01252,0.00061,Sitting
-0.15562,0.16101,9.54987,-0.14964,0.15083,9.51755,-0.15742,0.14365,9.51935,-0.19094,0.14964,9.51755,-0.17897,0.1239,9.55825,-0.14066,0.15323,9.53491,-0.13767,0.16281,9.52593,-0.15622,0.17657,9.51635,-0.02443,-0.01466,-0.00977,-0.15862,0.14664,9.52114,-0.18256,0.14784,-0.160832,0.151612,9.531257,-0.026238,-0.015209,-0.003848,0.002841,0.001714,0.002376,0.026326,-0.13767,0.17657,9.55825,-0.02443,-0.01252,0.00061,Sitting
-0.53271,-0.64524,9.57441,-0.51176,-0.65003,9.56603,-0.52433,-0.64703,9.50797,-0.50697,-0.62908,9.5403,-0.52672,-0.61711,9.54568,-0.51356,-0.61531,9.50797,-0.51415,-0.62788,9.58878,-0.52912,-0.6207,9.54987,-0.0226,-0.01222,-0.00244,-0.52672,-0.62908,9.51097,-0.51296,-0.62249,-0.5199,-0.630395,9.540355,-0.020371,-0.014111,-0.00284,0.000717,0.001453,0.008072,0.032003,-0.50697,-0.61531,9.58878,-0.01649,-0.00947,0.00061,Sitting
-0.52672,-0.62968,9.52174,-0.51954,-0.64344,9.54927,-0.50697,-0.63446,9.53072,-0.52493,-0.65601,9.53251,-0.5375,-0.61172,9.53431,-0.52613,-0.63506,9.54269,-0.56084,-0.61232,9.54449,-0.50278,-0.6608,9.53012,-0.01772,-0.01619,-0.00397,-0.54348,-0.63805,9.54389,-0.52912,-0.63386,-0.527801,-0.63554,9.538859,-0.021015,-0.013562,-0.005404,0.002574,0.002271,0.001076,0.024333,-0.50278,-0.61172,9.55885,-0.01772,-0.0058,0.00061,Sitting
-0.51415,-0.6602,9.53251,-0.51056,-0.61052,9.54269,-0.51296,-0.61232,9.54568,-0.48902,-0.65062,9.51755,-0.51236,-0.6213,9.56783,-0.50697,-0.64224,9.56244,-0.50518,-0.63446,9.54269,-0.50338,-0.63985,9.5403,-0.02352,-0.01649,-0.00611,-0.50398,-0.62309,9.51157,-0.50338,-0.61651,-0.506194,-0.631111,9.539757,-0.022541,-0.013867,-0.003543,0.000483,0.002589,0.002725,0.024078,-0.48902,-0.61052,9.56783,-0.01863,-0.01008,0.00061,Sitting
-0.00658,-1.3198,9.44333,0.03412,-1.30783,9.42537,-0.05926,-1.28569,9.39365,0.03831,-1.31083,9.45829,-0.01616,-1.31322,9.43914,0.0018,-1.31083,9.44513,0.03172,-1.2785,9.43196,0.07901,-1.2396,9.44572,-0.02932,-0.01161,-0.00061,-0.02095,-1.34195,9.4152,-0.00898,-1.31921,0.007303,-1.302746,9.433274,-0.030757,-0.021289,-0.003391,0.013686,0.007231,0.003021,0.048927,0.07901,-1.2396,9.45829,-0.02718,-0.00916,0.00061,Sitting
0.07962,1.07919,9.88806,0.05865,1.07919,9.89284,0.08141,1.07559,9.89105,0.08141,1.07321,9.89404,0.06824,1.08398,9.88747,0.07362,1.0762,9.89105,0.0838,1.08099,9.88626,0.06645,1.07739,9.89284,0.00087,-0.00121,0.00038,0.07063,1.07559,9.89105,0.07542,1.08517,0.073925,1.07865,9.890272,0.000394,0.000091,0.00014,0.000577,0.000133,0.000063,0.008789,0.0838,1.08517,9.89404,0.0013,0.00276,0.00081,Sitting
0.06764,1.06422,9.89345,0.05386,1.04688,9.90182,0.0838,1.0768,9.89883,0.05507,1.05286,9.89703,0.07362,1.06064,9.89345,0.07004,1.0726,9.88806,0.05507,1.05884,9.88985,0.05986,1.06662,9.88806,0.00015,0.00049,0.00063,0.06705,1.06961,9.89105,0.06705,1.06303,0.065306,1.06321,9.893505,0.000088,-0.000286,-0.00017,0.000815,0.000726,0.000189,0.013153,0.0838,1.0768,9.90182,0.00079,0.00133,0.00082,Sitting
-0.11612,0.16819,9.56065,-0.16221,0.1646,9.52114,-0.15143,0.14066,9.55466,-0.14425,0.13348,9.50977,-0.16221,0.15024,9.52892,-0.1634,0.15862,9.54089,-0.164,0.14844,9.53371,-0.1652,0.15024,9.51157,-0.02535,-0.01527,-0.00611,-0.15562,0.15921,9.53251,-0.14904,0.15921,-0.153348,0.153289,9.533352,-0.025016,-0.014232,-0.003665,0.002008,0.001043,0.002497,0.023552,-0.11612,0.16819,9.56065,-0.02291,-0.00947,0.00092,Sitting
-0.50937,-0.62788,9.52832,-0.51116,-0.65242,9.52952,-0.50518,-0.62189,9.55406,-0.50817,-0.61651,9.55107,-0.49979,-0.61651,9.5403,-0.48722,-0.62549,9.52114,-0.48782,-0.60573,9.55346,-0.47764,-0.63805,9.55227,-0.02016,-0.01405,-0.0058,-0.50996,-0.60573,9.54568,-0.48183,-0.6201,-0.497814,-0.623031,9.541731,-0.020952,-0.013531,-0.003268,0.001499,0.001812,0.001259,0.021378,-0.47764,-0.60573,9.55406,-0.01863,-0.00947,0.00092,Sitting
0.06525,1.07979,9.88507,0.06465,1.07979,9.89285,0.06165,1.07381,9.88806,0.07063,1.07799,9.89404,0.07123,1.06723,9.88686,0.06285,1.08577,9.88387,0.05865,1.06721,9.88506,0.07362,1.07201,9.88626,-0.00005,0.00198,0.00073,0.04489,1.08458,9.88985,0.07303,1.06303,0.064645,1.075121,9.888776,-0.000239,-0.000321,0.000112,0.000669,0.000537,0.000157,0.011677,0.07362,1.08577,9.89584,0.00017,0.00198,0.00093,Sitting
0.07243,1.08159,9.89523,0.05986,1.06363,9.89583,0.10115,1.0804,9.89345,0.06943,1.07799,9.89584,0.07303,1.07141,9.88925,0.08499,1.0768,9.89046,0.06166,1.08458,9.89284,0.06883,1.07739,9.88806,0.00023,0.00276,0.00101,0.07063,1.07739,9.88626,0.07841,1.08038,0.074042,1.077156,9.892306,0.000314,0.000213,0.000077,0.001292,0.000313,0.000115,0.013113,0.10115,1.08458,9.89584,0.00194,0.00276,0.00101,Sitting
0.06885,1.06662,9.89464,0.07782,1.09595,9.88866,0.07722,1.06303,9.89224,0.08261,1.07739,9.89285,0.06883,1.08817,9.89105,0.07721,1.05824,9.88866,0.09158,1.08636,9.88626,0.06944,1.06781,9.89224,0.00108,-0.00121,-0.00047,0.082,1.0768,9.88806,0.07602,1.07739,0.077158,1.075776,9.890512,-0.000178,0.000046,0.000439,0.000461,0.001296,0.00006,0.013479,0.09158,1.09595,9.89464,0.00108,0.00151,0.00101,Sitting
0.05388,1.06842,9.88806,0.07362,1.06004,9.89763,0.06226,1.06363,9.89583,0.05627,1.06183,9.89046,0.07303,1.05705,9.89345,0.06285,1.06721,9.88806,0.05865,1.05884,9.89404,0.06465,1.06721,9.88925,0.00037,0.00069,-0.00002,0.06046,1.06064,9.88507,0.06105,1.06783,0.062672,1.06327,9.891649,-0.000039,-0.000519,-0.000341,0.000373,0.000156,0.000147,0.008227,0.07362,1.06842,9.89763,0.00058,0.0009,0.00104,Sitting
0.06046,1.06422,9.89046,0.06226,1.06123,9.89046,0.06584,1.0726,9.89523,0.05388,1.06303,9.88567,0.07004,1.0732,9.89644,0.06166,1.06541,9.88985,0.04968,1.06961,9.89763,0.06046,1.075,9.89105,0.00015,0.0009,-0.00002,0.05927,1.05466,9.89404,0.06166,1.06902,0.060521,1.066798,9.892367,0.000002,-0.000102,0.000085,0.000288,0.000356,0.000116,0.008714,0.07004,1.075,9.89763,0.00079,0.00153,0.00104,Sitting
0.05927,1.07141,9.90182,0.05746,1.05406,9.89584,0.06644,1.0732,9.89105,0.06465,1.06781,9.88747,0.05626,1.06543,9.89523,0.06644,1.0768,9.88866,0.05507,1.06482,9.89105,0.05148,1.07381,9.88866,-0.00006,0.00049,-0.00023,0.05746,1.06183,9.88866,0.05746,1.06783,0.059199,1.0677,9.892129,0.000047,-0.000349,-0.000105,0.000229,0.000398,0.000178,0.008972,0.06644,1.0768,9.90182,0.00037,0.00174,0.00104,Sitting
-0.02274,-1.93571,9.55047,-0.02394,-1.97881,9.56723,-0.02514,-1.97163,9.51575,-0.0407,-1.97402,9.51575,-0.01197,-1.98,9.55646,-0.04788,-1.91776,9.52294,-0.01077,-1.95606,9.5373,-0.00958,-1.9836,9.53012,0.00213,0.00107,-0.00426,-0.04908,-1.99676,9.60195,-0.06345,-1.96325,-0.030525,-1.96576,9.546281,-0.000213,-0.003089,-0.001597,0.003139,0.005062,0.006754,0.038673,-0.00958,-1.91776,9.60195,0.00533,0.01385,0.00107,Sitting
-0.13707,0.1646,9.53311,-0.15443,0.1634,9.5379,-0.15802,0.164,9.54748,-0.15682,0.164,9.56005,-0.15203,0.15802,9.53431,-0.14365,0.17657,9.5397,-0.15203,0.1652,9.54449,-0.14784,0.15203,9.49899,-0.02718,-0.01527,-0.00672,-0.15562,0.16161,9.54269,-0.15562,0.1652,-0.151313,0.163463,9.537064,-0.024832,-0.015303,-0.005559,0.000397,0.000343,0.002231,0.017236,-0.13707,0.17657,9.56005,-0.02321,-0.01313,0.00122,Sitting
-0.53451,-0.6189,9.53431,-0.52912,-0.63626,9.56244,-0.52134,-0.60633,9.54089,-0.51056,-0.61411,9.53611,-0.51655,-0.66499,9.57262,-0.54708,-0.6207,9.52713,-0.52792,-0.63327,9.52473,-0.53211,-0.63566,9.54149,-0.01741,-0.01649,-0.00305,-0.52672,-0.63386,9.54389,-0.53271,-0.62908,-0.527862,-0.629316,9.542989,-0.021318,-0.014631,-0.002259,0.000928,0.00234,0.001982,0.022912,-0.51056,-0.60633,9.57262,-0.01741,-0.00886,0.00122,Sitting
0.55964,-1.21985,9.41221,0.54109,-1.22224,9.39066,0.52912,-1.25935,9.39545,0.56982,-1.25636,9.39964,0.55246,-1.23182,9.39126,0.56503,-1.2402,9.42837,0.55126,-1.22882,9.38826,0.55366,-1.25097,9.3751,-0.03329,-0.02505,-0.00061,0.53929,-1.24319,9.37569,0.56743,-1.2372,0.55288,-1.239,9.395687,-0.030971,-0.019426,-0.005039,0.001584,0.001684,0.002301,0.023598,0.56982,-1.21985,9.42837,-0.02779,-0.01161,0.00122,Sitting
-0.93494,0.62668,9.50199,-0.92895,0.62549,9.51575,-0.93374,0.63805,9.51875,-0.96187,0.63267,9.53012,-0.89543,0.65721,9.47984,-0.89483,0.60334,9.52294,-0.93913,0.63087,9.47984,-0.88765,0.6177,9.48463,-0.02779,-0.00764,0.00122,-0.9499,0.62369,9.51695,-0.88885,0.62908,-0.921529,0.628478,9.507913,-0.023579,-0.013319,-0.003024,0.006736,0.001724,0.003549,0.034654,-0.88765,0.65721,9.53012,-0.01497,-0.00428,0.00122,Sitting
0.05566,1.06302,9.89644,0.06644,1.06602,9.89644,0.05447,1.06422,9.89703,0.05806,1.06602,9.88985,0.06525,1.05943,9.88446,0.05087,1.06183,9.89285,0.06345,1.06242,9.88925,0.06764,1.06242,9.89404,-0.0007,-0.00056,0.00084,0.05028,1.06183,9.89345,0.08321,1.05286,0.061533,1.062007,9.892666,-0.000403,-0.000894,0.00009,0.000886,0.000129,0.000137,0.01073,0.08321,1.06602,9.89703,0.00101,0.00049,0.00127,Sitting
0.0856,1.07141,9.88208,0.07123,1.05046,9.88448,0.07123,1.06123,9.88745,0.07184,1.06064,9.87788,0.07782,1.07141,9.88626,0.06764,1.05525,9.88446,0.07782,1.06363,9.88626,0.06465,1.06662,9.88567,0.00108,-0.00061,-0.00023,0.06285,1.06123,9.88925,0.09279,1.07141,0.074347,1.063329,9.884227,0.001487,0.000647,0.000215,0.000788,0.000454,0.000124,0.011686,0.09279,1.07141,9.88925,0.00194,0.00232,0.00146,Sitting
0.05687,1.07141,9.88028,0.06883,1.05884,9.88925,0.05986,1.06543,9.88507,0.06105,1.06483,9.88268,0.06525,1.0726,9.88507,0.05687,1.06183,9.88208,0.04729,1.05884,9.87907,0.07483,1.05405,9.88686,-0.00092,-0.00453,0.00146,0.06584,1.05585,9.89105,0.06705,1.05704,0.062374,1.062072,9.884827,-0.000402,-0.000603,0.000278,0.000535,0.000366,0.000133,0.010169,0.07483,1.0726,9.89105,0.00037,0.00215,0.00146,Sitting
0.05806,1.05466,9.89105,0.06584,1.06961,9.89404,0.05687,1.05345,9.88985,0.06705,1.0726,9.88806,0.05148,1.05226,9.89105,0.07362,1.06003,9.89224,0.06525,1.06781,9.89345,0.05208,1.03969,9.89165,-0.00006,-0.0014,-0.00087,0.07063,1.07739,9.89284,0.05746,1.05165,0.061834,1.059915,9.891528,-0.000337,-0.000516,0.000385,0.000532,0.001228,0.000028,0.013369,0.07362,1.07739,9.89404,0.00122,0.0007,0.00146,Sitting
-0.55665,-0.6177,9.53132,-0.53032,-0.62309,9.53611,-0.5387,-0.60513,9.57082,-0.5375,-0.62249,9.51037,-0.55067,-0.62668,9.52533,-0.55306,-0.63386,9.5367,-0.52493,-0.63686,9.52413,-0.56024,-0.61651,9.52713,-0.02199,-0.01619,-0.00611,-0.52613,-0.62668,9.55167,-0.52493,-0.63087,-0.540313,-0.623987,9.534969,-0.021778,-0.014358,-0.003421,0.001719,0.000779,0.00246,0.022266,-0.52493,-0.60513,9.57082,-0.01955,-0.01069,0.00153,Sitting
0.54827,-1.20249,9.38647,0.54708,-1.23481,9.40861,0.53989,-1.25875,9.38228,0.53151,-1.18573,9.4164,0.55605,-1.24259,9.39245,0.55725,-1.2372,9.4146,0.53451,-1.21506,9.38946,0.53032,-1.27012,9.38826,-0.02841,-0.01772,-0.00458,0.55665,-1.239,9.39245,0.54648,-1.24139,0.544801,-1.232714,9.396164,-0.03149,-0.016525,-0.001802,0.000958,0.005747,0.001356,0.028392,0.55725,-1.18573,9.4164,-0.02841,-0.01008,0.00153,Sitting
