@relation 'activity_recognition_PAMS01-weka.filters.unsupervised.attribute.Remove-R1-2,6-8-weka.filters.unsupervised.attribute.Remove-R7-9-weka.filters.unsupervised.attribute.Remove-R10-12-weka.filters.unsupervised.attribute.Remove-R13-15-weka.filters.unsupervised.attribute.Remove-R16-18-weka.filters.unsupervised.attribute.Remove-R25-27-weka.filters.unsupervised.attribute.Remove-R34-36-weka.filters.unsupervised.attribute.Remove-R19-21,36-37,39-44-weka.filters.unsupervised.attribute.Remove-R66-68-weka.filters.unsupervised.attribute.Remove-R64-90-weka.filters.unsupervised.attribute.Remove-R33-weka.filters.unsupervised.attribute.Remove-R43-56'

@attribute accX0 numeric
@attribute accy0 numeric
@attribute accz0 numeric
@attribute accX1 numeric
@attribute accy1 numeric
@attribute accz1 numeric
@attribute accX2 numeric
@attribute accy2 numeric
@attribute accz2 numeric
@attribute accX3 numeric
@attribute accy3 numeric
@attribute accz3 numeric
@attribute accX4 numeric
@attribute accy4 numeric
@attribute accz4 numeric
@attribute accX5 numeric
@attribute accy5 numeric
@attribute accz5 numeric
@attribute accX6 numeric
@attribute accy6 numeric
@attribute accz6 numeric
@attribute accX7 numeric
@attribute accy7 numeric
@attribute accz7 numeric
@attribute gyrox7 numeric
@attribute gyroy7 numeric
@attribute gyroz7 numeric
@attribute accX8 numeric
@attribute accy8 numeric
@attribute accz8 numeric
@attribute accX9 numeric
@attribute accy9 numeric
@attribute CentroidAccX numeric
@attribute CentroidAccY numeric
@attribute CentroidAccZ numeric
@attribute CentroidGyroX numeric
@attribute CentroidGyroY numeric
@attribute CentroidGyroZ numeric
@attribute stdx numeric
@attribute stdy numeric
@attribute stdz numeric
@attribute Realstddev numeric
@attribute maxaccx numeric
@attribute maxaccy numeric
@attribute maxaccz numeric
@attribute maxgyrox numeric
@attribute maxgyroy numeric
@attribute maxgyroz numeric
@attribute class {Sitting,Standing,Running,Walking,DownStairs,UpStairs}

@data
0.25079,8.27077,1.08517,-0.10714,7.38551,4.65433,-0.13946,13.22617,-0.74041,-0.43036,7.90685,3.08134,0.63626,9.04769,0.23284,1.06482,12.99752,0.02574,-0.89244,9.76116,1.98958,-0.8272,5.71496,3.35727,-2.57755,-0.45296,-0.05315,-0.40941,14.4502,1.72143,1.64901,9.0824,0.079487,9.784323,1.640747,-0.221195,-0.004766,0.058918,6.12208,73.106981,25.210986,3.231719,1.64901,14.4502,4.65433,1.6475,1.18508,0.46456,Walking
-0.38547,6.10222,6.04656,0.37409,13.52365,0.17657,1.33896,7.8021,2.75872,0.55186,9.53551,0.12629,0.92177,14.01626,0.14664,-0.88885,10.18493,1.47184,-1.11809,4.80277,2.81199,0.09038,11.36288,2.2709,-0.38546,0.65393,0.46456,3.31238,10.71884,-2.38822,1.62626,8.43298,0.582329,9.648214,1.230559,0.129932,-0.094563,0.04218,15.509414,79.423247,51.276268,3.823728,3.31238,14.01626,6.04656,2.30541,0.76969,0.46456,Walking
0.3729,7.29394,1.68851,0.23343,8.59638,8.20134,0.21069,5.70299,1.56701,-0.18256,9.08001,1.6532,1.30245,10.04966,1.06722,0.93613,11.08396,0.73382,1.18453,7.66204,1.51134,-0.23762,8.67659,5.08289,-1.83046,-0.16157,0.35491,-1.07021,10.91636,0.01796,-0.18974,8.18877,0.256,8.72507,2.488475,-0.16863,0.11756,0.028864,4.829543,24.864297,54.473662,2.901164,1.30245,11.08396,8.20134,1.87719,1.29198,0.46487,Walking
-0.19333,7.98706,3.37582,-0.13108,9.21468,1.23242,0.82959,12.04403,1.00137,-0.20231,10.31422,1.62686,-1.36948,5.1601,2.84431,0.51535,13.97855,-1.6939,1.68851,7.93019,1.30843,0.6177,9.91858,-0.21668,2.14475,0.21716,-0.10507,0.19333,13.21899,-0.01077,-1.1169,10.08558,0.083138,9.985198,1.09792,0.619661,-0.220218,0.041936,7.373111,62.856712,19.512752,2.995707,1.68851,13.97855,3.37582,2.14475,1.0739,0.46487,Walking
-0.59616,14.71177,-0.03352,1.33357,7.72609,0.70629,0.49859,8.69514,-0.52373,-0.63087,11.42034,0.3699,-1.82558,11.61966,0.72185,-0.39923,5.66588,0.97564,-1.06722,10.68353,8.49104,0.67397,6.82467,0.10415,0.63072,0.35705,-0.04368,-1.33297,9.15483,-1.55204,0.09577,10.26514,-0.325013,9.676705,0.961811,0.319085,0.022022,0.019364,8.595372,62.788712,67.779205,3.73046,1.33357,14.71177,8.49104,1.77426,0.8995,0.46548,Walking
1.74896,10.45907,1.03609,-0.71706,6.55113,4.86322,1.12767,15.76582,-0.40163,1.58317,7.7219,3.14598,1.07021,8.82144,0.03412,1.13186,13.06157,0.90261,-1.11869,10.3651,0.84156,-0.59077,4.90931,2.74136,-2.46423,-0.83811,0.343,-0.37709,9.5798,3.88579,2.91075,10.95527,0.676901,9.819041,1.332851,-0.187597,-0.056628,0.101802,15.410749,88.112154,54.999271,3.981484,2.91075,15.76582,4.86322,1.68507,1.11666,0.46609,Walking
1.88543,9.75996,0.39564,0.44113,11.43112,-0.02394,0.47046,9.59716,2.5175,-0.97324,6.17764,3.42191,1.58975,13.73554,0.11073,2.36308,7.90386,0.74879,1.27791,8.78193,0.49081,0.68175,11.61547,0.16879,1.34757,-1.54366,-0.06689,0.50996,10.99956,0.42318,-0.28132,5.25168,0.796491,9.525392,0.911891,0.055436,-0.424767,0.123,9.122481,60.613075,11.65943,2.852981,2.36308,13.73554,3.42191,2.19789,1.13621,0.4664,Walking
0.60035,12.19786,-1.4874,0.02993,6.05194,0.55007,-0.70509,11.65976,7.83443,1.3617,5.88435,0.11492,1.4455,8.7933,-2.03986,2.03627,10.70926,-0.50159,0.83917,12.87602,-1.30005,-0.02993,5.42107,0.92296,-3.01431,-0.65973,0.33598,-1.07919,11.18751,9.02853,0.93494,5.65989,0.543365,9.044096,1.233911,-0.347826,0.186956,0.030909,8.739971,82.41762,137.762965,4.784564,2.03627,12.87602,9.02853,1.4166,2.16918,0.4667,Walking
0.2466,15.26064,-1.09475,0.48183,7.73926,4.10785,0.88825,9.47864,0.43874,1.71964,15.51263,-0.56802,1.16418,9.79707,2.44149,-0.95948,5.04578,2.85987,1.10732,11.66814,3.39737,3.06757,10.04248,-1.19112,0.5116,0.68417,0.13958,1.09355,8.74243,-0.17059,1.46106,12.16673,1.027052,10.54538,0.987548,0.496268,-0.250822,0.059406,9.733372,94.117964,36.084532,3.7408,3.06757,15.51263,4.10785,1.9395,0.95448,0.46731,Walking
-4.12282,-8.74961,0.42138,-9.05727,-11.83813,-2.48398,-6.4428,-9.3314,1.1169,-1.83396,-7.16465,2.85987,-3.89417,-8.93277,3.54222,-0.17597,-7.00424,4.78362,-4.63517,-8.36654,0.84994,-4.52265,-8.57244,1.45567,-0.4847,0.34941,-0.07883,-5.33668,-8.54371,2.75453,-2.21942,-9.9096,-4.224091,-8.841309,1.484166,-0.226476,-0.174597,0.051025,56.016086,16.951414,39.815917,3.358324,-0.17597,-7.00424,4.78362,1.33371,0.77232,0.46765,Walking
4.23235,10.18194,-2.61207,2.39959,8.16363,-0.73981,1.68731,11.14621,0.30646,0.93853,11.77588,-0.88286,0.01915,5.78559,1.03011,0.56802,10.63624,10.03709,1.70407,5.90051,0.42737,0.89124,9.18954,-0.50099,1.35368,-0.39889,-0.07208,2.66056,10.52192,-0.18735,1.10552,11.68071,1.620634,9.498217,0.585862,0.189796,0.260658,0.026635,13.456057,44.080946,108.123317,4.070139,4.23235,11.77588,10.03709,1.35368,1.7654,0.46823,Walking
0.57521,8.57124,-0.81882,1.69809,13.67688,-0.4555,-0.77991,11.15339,2.05063,-1.34075,5.33189,2.76111,1.0744,12.13022,3.02088,2.78146,7.73746,1.10672,1.38026,8.63768,0.16939,1.97581,13.43087,1.13306,1.44011,-0.39889,0.01894,-2.13862,10.31542,2.12126,-1.42874,5.77182,0.379721,9.675687,1.441787,0.08323,-0.276843,0.057207,25.493157,78.891277,19.165241,3.514963,2.78146,13.67688,3.32914,2.17804,1.26938,0.46823,Walking
2.44687,7.08444,0.36033,0.19453,8.90823,-0.44712,2.44209,11.95126,-0.48123,-0.38247,12.33134,-0.86012,0.05806,5.46955,0.99718,-2.61746,11.94707,5.15771,4.14077,9.06145,-1.23301,1.57778,9.20211,-0.25498,1.6527,-0.93921,-0.21655,1.09355,11.95185,1.33716,-1.60112,10.16877,0.73526,9.807607,0.67313,0.277883,-0.135124,-0.041139,36.978299,48.236628,32.385431,3.429291,4.14077,12.33134,5.15771,1.6527,1.82771,0.46945,Walking
2.50553,8.88009,6.36379,1.41198,7.27718,0.98521,0.94272,8.86633,-1.09774,2.01173,10.86728,0.36212,0.62369,13.213,-1.87825,0.70809,5.91009,0.55545,-0.3735,12.0554,8.36893,3.03764,7.91224,-1.29766,0.93371,0.00641,-0.12675,2.57437,8.90763,-0.80266,1.00556,12.11945,1.444781,9.600869,1.20913,0.074067,0.301492,0.009468,10.228897,50.431758,104.671335,4.066104,3.03764,13.213,8.36893,1.26907,2.7831,0.46945,Walking
-0.64524,5.81312,0.89184,-0.12151,10.08198,7.64169,-0.09637,5.74189,0.19453,-0.46627,9.92037,0.10714,0.63686,11.11209,0.59197,-0.1251,11.6035,-0.4974,-0.75298,7.52198,1.31382,-1.11809,7.69796,6.58465,-1.40499,0.65485,0.23121,-1.12228,7.54832,0.35434,-1.97581,8.96329,-0.578679,8.60045,1.981979,-0.189765,0.02978,0.076603,4.710783,38.420555,72.719725,3.40369,0.63686,11.6035,7.64169,1.73669,2.03296,0.4722,Walking
-0.72544,10.88464,2.75992,-1.92015,4.60525,2.96163,-0.24361,10.94868,5.13077,3.84269,10.66018,-0.73083,1.01215,8.52456,-0.03771,1.11151,11.69208,0.81163,-2.12785,11.1917,1.45687,-0.85473,5.0356,3.95223,-2.52532,-0.02199,-0.11148,1.21027,9.28052,7.50163,3.81935,9.40981,0.512419,9.223302,2.233371,-0.278707,0.138576,-0.028344,39.983518,57.160599,70.213124,4.090932,3.84269,11.69208,7.50163,1.41599,2.34725,0.47586,Walking
1.67654,7.6788,2.00095,1.072,9.01357,1.18214,1.96923,14.05157,1.37248,-1.11929,9.68993,2.2691,-2.35769,5.08469,4.39097,0.51475,14.6986,0.39624,1.34554,8.75799,1.92434,1.2791,8.56705,0.60992,2.10779,0.39676,0.47647,1.79864,13.92647,-0.11372,-0.54708,9.92756,0.563174,10.139623,1.625364,0.537531,-0.428278,0.009711,18.723644,87.932894,14.475152,3.480398,1.96923,14.6986,4.39097,2.25593,1.16736,0.47647,Walking
1.92254,9.54748,-1.66038,3.88639,9.06385,0.07841,1.27491,10.14543,0.80505,-1.50416,8.23366,1.14503,-0.7865,8.73584,0.43874,-1.0325,8.15285,5.04877,-4.0061,6.55173,-0.42557,-3.30101,10.54526,0.60873,0.3882,-2.07236,0.23091,0.70749,9.61511,1.58795,0.61651,10.14064,-0.222243,9.073185,0.822827,0.106076,-0.268901,-0.110046,51.70493,12.998256,27.069435,3.0294,3.88639,10.54526,5.04877,1.29626,2.40131,0.47861,Walking
2.56898,7.60758,0.2885,-1.24798,6.55712,7.38731,2.48758,7.44597,-4.58968,1.24558,6.98688,0.40103,3.53803,11.09713,-2.18231,1.55025,8.24503,-0.54528,1.34674,7.65366,0.67756,-0.17957,8.78552,9.22187,-0.66462,2.83044,0.37507,3.00053,7.68898,-2.77608,2.79882,8.55029,1.710896,8.061816,0.715628,-0.090317,0.184999,0.024984,20.228444,14.319845,169.556741,4.517798,3.53803,11.09713,9.22187,3.10167,2.83044,0.47861,Walking
0.79607,7.4747,0.75417,-0.58,9.99938,6.4823,-0.00359,6.5643,0.80505,0.45969,9.10515,2.16017,2.07278,9.35594,0.91099,0.70988,12.17272,1.60471,2.04884,9.29549,0.49321,-0.662,5.93463,4.22816,-1.88238,-0.0113,0.09468,1.37367,13.6691,-0.23104,2.87484,8.16243,0.909018,9.173384,1.992813,-0.260993,0.08091,0.176325,12.506328,51.147043,37.169989,3.175269,2.87484,13.6691,6.4823,1.45752,2.86038,0.47983,Walking
-0.45789,6.52899,0.87029,-1.32938,10.99717,6.00526,-0.03053,5.48452,1.31023,-1.34195,9.91439,0.46388,0.77871,9.83418,0.52672,-0.47704,11.36049,0.12689,-0.65781,9.29788,1.63823,-1.03908,6.3165,4.20542,-2.13681,-0.89278,0.45998,-1.14982,12.28106,-0.10714,0.56324,8.18578,-0.514155,9.020096,1.547133,-0.327393,0.149081,0.102075,5.120806,48.271232,35.676839,2.984441,0.77871,12.28106,6.00526,1.35673,2.3668,0.47983,Walking
6.50145,12.94545,-0.10355,4.09169,7.73746,0.60394,3.62542,8.38509,0.64643,4.11025,8.70113,0.63386,4.02106,10.9439,-0.29868,4.13299,8.49283,1.20009,1.95307,6.3572,4.09049,6.01124,13.06695,-0.29748,0.21075,1.83046,0.12462,5.17028,7.32087,0.23643,3.40695,8.40006,4.30244,9.235094,0.659302,0.054245,-0.113133,-0.000976,15.477827,47.815177,15.268297,2.802879,6.50145,13.06695,4.09049,1.00151,1.83046,0.48014,Walking
1.66636,-9.76715,-0.57341,0.64284,-7.16225,2.68749,0.87388,-10.23162,5.88495,1.43293,-10.49857,-1.85072,1.62447,-8.94115,0.89543,2.62285,-9.88446,0.0012,2.10331,-8.72327,2.39181,2.76411,-10.13466,-0.69192,1.74277,-0.81493,-0.29827,2.50074,-7.44956,2.76051,-0.08499,-12.49893,1.61465,-9.529162,1.662654,0.344613,-0.225729,-0.083731,7.779393,21.724461,58.813429,2.971822,2.76411,-7.16225,5.88495,1.74277,1.35076,0.48043,Walking
1.66816,7.98167,-0.1233,1.27192,14.3293,-0.45011,-2.50673,9.3715,2.40617,0.74879,5.54497,2.12007,-0.61651,10.74159,4.26228,2.89938,7.91284,-0.79906,2.16915,8.82084,-0.86251,2.15478,11.86028,0.49859,0.77549,0.30238,-0.20708,-0.15921,11.71543,-0.16161,-0.46448,4.66869,0.716525,9.294711,0.844316,-0.011455,-0.150181,-0.052443,24.486706,79.207292,25.60831,3.595863,2.89938,14.3293,4.26228,1.49387,0.30238,0.48167,Walking
2.11348,12.40735,0.74879,-0.38726,6.66366,2.15059,-0.62189,8.16243,3.77266,1.34434,10.01135,-4.5831,1.4054,8.73285,-1.84593,0.89962,8.98544,3.04303,2.9311,11.95365,-0.13288,2.97958,7.28077,1.39821,-3.36373,-0.93371,0.11057,4.92368,9.84316,10.84095,2.92152,6.94737,1.850957,9.098803,1.127908,0.0022,0.052962,-0.062674,25.58196,35.370841,176.786806,4.875855,4.92368,12.40735,10.84095,1.40438,3.60319,0.48167,Walking
0.69911,3.1795,10.97502,0.38307,1.20668,11.48259,-0.07661,2.21224,9.45231,-0.56503,4.07972,7.9296,0.10534,0.76614,14.79617,0.10534,2.06859,7.86256,-0.11492,3.92649,10.36211,0.82361,2.44209,11.30063,-0.24061,-0.03513,-0.18631,0,1.88663,9.92157,0.03831,2.9305,0.139822,2.469858,10.256761,-0.075909,-0.176199,-0.211758,1.480324,10.495798,38.771879,2.252732,0.82361,4.07972,14.79617,0.58449,0.13415,0.48229,Walking
1.02352,8.66462,-0.18196,3.23816,13.28363,-0.11193,-1.42515,10.75116,2.29544,0.13108,4.74591,2.19728,0.06045,10.70388,5.15472,3.90195,10.39143,-2.44687,2.29365,8.44315,-1.38505,1.64841,11.37844,0.18914,0.75533,-0.08522,-0.43341,0.51056,11.26951,1.5287,-0.36452,5.15711,1.101811,9.478884,0.888728,-0.099631,-0.320826,-0.009012,25.042133,68.057332,41.808997,3.672989,3.90195,13.28363,5.15472,2.04396,0.5962,0.48289,Walking
0.27414,11.51491,7.80929,2.2727,7.02938,-1.33956,2.01293,8.7969,-1.51792,1.87526,10.9008,-0.17717,1.75914,12.79521,-0.95529,0.4525,7.34002,0.76495,0.3322,8.64546,7.12574,0.97624,4.86262,1.05105,1.22326,0.35766,-0.08583,-0.11911,9.93654,0.27294,1.17256,10.76493,1.100856,9.258677,1.355836,0.025351,0.166889,0.081855,6.441781,51.588117,100.460011,3.981079,2.2727,12.79521,7.80929,1.22478,2.21469,0.48319,Walking
0.92656,7.5962,1.65978,1.33118,8.84298,0.77093,1.16657,13.5428,0.35195,-0.88945,10.3226,2.21464,-0.31125,4.36643,3.21422,0.37529,10.51833,4.57712,3.37463,9.94551,-2.00455,2.09493,8.34798,-0.60394,0.93646,0.12492,-0.55405,1.28569,11.75792,1.02532,-0.89304,9.87668,0.846111,9.511743,1.320583,0.357875,-0.165453,-0.022969,16.08862,55.23191,31.65523,3.208984,3.37463,13.5428,4.57712,2.10015,0.92821,0.48381,Walking
-2.25654,15.50605,4.25928,1.80822,7.49984,0.01018,-0.07362,7.39629,5.24929,3.7559,7.13891,-2.89339,0.79128,7.71412,-0.73861,3.41712,11.65438,-1.3629,3.26749,9.3338,-0.47226,1.55444,8.07983,0.03352,-3.04364,-0.38301,-0.11301,0.92955,10.72602,9.05667,1.61728,7.3915,1.481112,9.244074,1.109474,-0.211543,0.12764,-0.239917,29.412175,65.24276,130.599834,4.746101,3.7559,15.50605,9.05667,2.95109,3.04089,0.48381,Walking
-0.48363,8.07624,5.74668,0.1221,9.83957,0.93314,-0.44472,8.1738,3.52367,0.72844,10.05325,0.74939,-0.66798,11.55621,-0.71168,0.54708,7.62493,0.83917,0.21787,7.73387,5.00448,0.06524,14.16709,-0.3735,-0.17349,0.61545,-0.01649,-1.6526,7.11078,5.50008,0.56683,9.95689,-0.100137,9.429263,2.25462,0.214963,-0.120157,0.121748,4.726533,42.719207,54.467311,3.192382,0.72844,14.16709,5.74668,2.02349,0.93157,0.48564,Walking
-0.80804,8.47188,3.56138,0.70509,9.84855,1.3216,-0.73083,11.14561,0.27114,0.15024,9.31823,1.17376,-1.28449,6.87375,5.6557,0.04788,12.29842,-0.85174,-0.94152,7.95114,3.29143,1.23062,9.79288,1.04088,2.31884,-0.64294,0.48564,0.82061,11.99016,1.14622,0.02095,8.6311,-0.078949,9.632172,1.792539,0.563308,-0.408301,-0.031888,6.371368,27.91387,31.421767,2.563338,1.23062,12.29842,5.6557,2.31884,0.95326,0.48564,Walking
0.08679,12.73057,-0.66319,-0.07901,8.24204,2.42114,0.23284,9.4164,1.14563,0.18196,13.41052,-0.00778,-0.35733,9.14824,1.54127,-2.12426,5.42706,4.13598,0.4118,14.83268,-2.74076,0.66858,8.40305,1.68911,1.27365,0.87598,-0.18173,0.64703,9.40562,0.80685,0.57042,12.43608,0.023882,10.345226,0.819657,0.701669,-0.062492,0.136316,6.096166,75.156956,31.410941,3.356547,0.66858,14.83268,4.13598,2.22538,1.01984,0.48717,Walking
-1.58317,7.16166,8.65564,3.0969,6.52839,-3.83791,1.12049,7.62793,1.07141,3.16813,10.60631,-2.16675,1.87286,8.06786,-0.4537,1.09295,6.83724,0.50877,-1.28389,10.19152,8.11694,-0.7009,7.73387,1.43892,0.57879,-0.01772,0.05834,1.4449,8.78193,-0.6596,2.40737,12.28884,1.063564,8.582555,1.193092,0.370091,0.138208,0.115361,26.803024,31.641799,150.664417,4.572846,3.16813,12.28884,8.65564,2.27761,1.85856,0.49022,Walking
1.29885,9.01417,-0.79428,1.2378,12.91851,0.082,-0.47345,9.88686,1.17256,-0.68055,5.93403,1.60771,-1.55144,9.88446,5.04219,3.42072,9.67796,-1.84413,1.86688,8.64546,-1.34853,1.92494,10.82059,-0.01736,0.47312,-0.42394,-0.14813,1.09894,12.07097,-2.03567,0.11372,6.68162,0.825641,9.553463,0.279763,-0.117652,-0.093983,-0.119974,19.60916,41.96629,39.472592,3.178805,3.42072,12.91851,5.04219,1.35765,0.97066,0.49083,Walking
-1.54486,9.87429,1.29227,1.33477,9.71687,0.48483,-0.73562,11.17254,1.03729,0.58359,8.92678,1.95546,-0.72425,6.39372,4.28861,-0.15203,12.2212,0.5369,-0.90022,7.85178,3.41234,0.25079,8.82742,-0.12091,2.37688,0.011,0.49114,1.13725,13.61882,1.28628,-1.00437,10.1167,-0.175495,9.872012,1.595376,0.418838,-0.54025,0.01228,8.464972,39.497063,16.517064,2.539273,1.33477,13.61882,4.28861,2.37688,1.11116,0.49114,Walking
0.79428,11.2306,-1.21625,0.68414,12.08234,-1.45807,-0.55366,6.2746,0.92296,-1.01095,9.86172,6.4428,-0.6602,6.97132,0.66379,-0.87209,9.6193,0.32801,0.60753,10.22923,0.59017,0.25019,13.14237,0.74759,1.09498,0.01833,-0.11148,-0.03172,11.26951,2.90896,-1.16358,4.83748,-0.195606,9.551847,1.358411,-0.177273,-0.085734,-0.045174,5.027888,65.247971,50.784214,3.479369,0.79428,13.14237,6.4428,2.22355,1.55801,0.49175,Walking
3.70922,12.33014,-3.44526,1.88843,10.28669,-2.89579,1.9824,9.19373,3.18788,0.06584,14.18924,1.1564,3.16334,7.74464,0.07841,-0.94212,8.14088,10.68532,1.55384,6.21475,-2.04345,2.14401,8.80707,0.3286,2.71866,0.34575,-0.5623,3.68168,10.16279,-0.50877,2.21643,11.55741,1.946307,9.862734,0.522653,0.373972,-0.340621,-0.172264,19.750453,50.269329,149.482307,4.685105,3.70922,14.18924,10.68532,2.71866,1.77395,0.49327,Walking
-5.14215,10.81042,0.62489,0.28671,9.58339,0.6602,2.03328,12.78923,1.05105,-2.1865,12.59829,0.80625,-1.82378,4.47177,3.25611,-1.1169,9.09857,5.38695,6.03219,10.25736,4.22277,2.69348,8.89087,0.25738,2.25837,1.06168,0.46792,-0.35434,9.12191,0.64224,0.55486,11.53467,0.097685,9.915648,1.679292,0.280173,-0.467833,-0.11634,83.992712,51.086667,32.326073,4.091521,6.03219,12.78923,5.38695,2.25837,1.6136,0.4945,Walking
-0.28192,13.05439,1.17076,1.07141,9.65282,0.55845,0.55366,8.61434,0.19812,0.82959,13.15195,0.38786,-1.76752,9.87189,0.51176,-0.93134,5.23911,2.2278,0.45909,11.23719,4.66091,2.62464,9.81024,-1.47962,0.95875,-0.31398,-0.37446,1.66696,8.70113,-1.46944,0.88945,11.67473,0.511402,10.100779,0.736814,0.298774,-0.058428,0.096058,14.267734,49.944028,28.102736,3.03833,2.62464,13.15195,4.66091,1.57878,0.74495,0.49602,Walking
1.53708,12.89218,0.83498,2.54025,8.47009,1.58496,1.19052,9.06864,0.22446,0.98043,10.23701,0.47046,1.27252,11.23359,-0.85772,-0.13946,11.91115,3.75052,0.01856,5.9885,5.14813,0.06225,12.11406,3.00532,0.6014,-0.44746,0.10904,2.55581,8.44255,1.88962,1.20787,9.32362,1.122583,9.968139,1.686955,0.421864,-0.628092,0.122997,8.22623,40.237545,29.601238,2.794012,2.55581,12.89218,5.14813,1.61299,0.04948,0.49633,Walking
-1.5269,6.54096,2.77189,-2.21942,6.67683,1.68731,1.30185,16.36377,-4.93505,-1.2803,10.35492,-1.19351,-0.99479,10.46984,3.23098,0.18196,12.39598,2.28586,1.14323,7.00962,1.04387,0.33698,7.84999,6.71933,-1.07665,1.91354,0.42883,2.10331,6.3596,-3.33333,1.41856,7.57944,0.046448,9.160095,0.859099,0.056719,0.036713,0.079168,19.449128,95.215558,102.04197,4.655176,2.10331,16.36377,6.71933,2.45476,1.91354,0.49633,Walking
0.79487,10.3645,-0.48902,-0.35674,11.728,-2.50852,0.44951,7.53096,0.2071,0.85054,8.21331,4.94403,-0.14664,8.36295,0.51296,-0.28551,9.20152,0.81223,1.13844,10.05265,0.48602,-1.70108,12.3062,-1.80882,1.05619,-0.27978,-0.10415,1.17555,8.11874,-0.44592,1.03609,8.24802,0.295503,9.412685,0.859938,-0.34013,-0.156047,0.111636,7.559477,24.205281,75.715668,3.278421,1.17555,12.3062,6.88932,1.85764,0.99999,0.49663,Walking
-0.47226,5.34984,4.15035,0.46986,12.86883,3.92051,4.11264,10.21965,-1.93392,1.62985,8.83879,-0.62608,2.35649,10.49079,-0.31065,1.47962,11.91774,-0.69133,0.45071,7.16525,1.57239,0.65062,8.2169,6.00466,-1.53846,2.25593,0.20586,0.44353,7.99723,1.16358,1.02532,8.92139,1.214638,9.198641,1.648348,-0.147372,0.156778,-0.026512,14.877328,45.137408,60.472588,3.471128,4.11264,12.86883,6.00466,1.85734,2.25593,0.49999,Walking
-0.33818,6.26263,0.5788,-0.37649,8.29172,3.65954,1.75375,8.83341,0.33758,1.01694,9.61571,-1.3623,3.06338,11.01812,-0.00898,1.70288,9.94013,1.80343,1.56102,7.87154,-0.76076,1.69869,12.0147,7.75781,-1.04122,4.65143,-0.57879,4.58968,7.10659,-2.48339,1.67295,8.55568,1.634462,8.951023,0.864485,-0.414502,0.090529,-0.02535,19.121609,27.478631,79.174677,3.546476,4.58968,12.0147,7.75781,1.518,4.65143,0.5003,Walking
2.05063,11.25035,-0.2077,0.60035,7.13592,0.08799,-1.22463,11.24796,9.13089,1.00856,6.71155,-0.46986,1.51792,9.0016,-1.02771,1.86508,11.45446,0.43993,-1.28509,12.52048,0.03531,-0.51236,6.25844,0.67516,-2.71438,-0.37293,-0.10201,-1.37068,11.13543,7.67821,1.04567,5.92924,0.369545,9.264543,1.704971,-0.315298,0.50253,0.008459,16.385543,58.053302,115.737806,4.360925,2.05063,12.52048,9.13089,1.21073,2.3839,0.5006,Walking
0.61531,6.09025,0.6614,1.6083,9.41759,-0.60873,2.42233,11.28866,0.61052,1.91776,11.25574,-1.49458,0.65661,6.06751,0.89842,1.88663,10.78708,8.80707,-0.60633,4.98473,2.15418,-0.58179,9.65701,1.85072,1.44195,-0.64996,-0.39706,2.31819,10.77092,0.88885,-0.22565,10.95228,1.001136,9.127177,1.351466,0.285092,-0.077397,-0.123853,12.609536,54.100377,72.441359,3.730299,2.42233,11.28866,8.80707,1.44195,2.44346,0.50152,Walking
-0.48123,9.36193,5.84544,-1.00377,7.40048,0.58419,-2.34452,8.35517,2.81798,1.25277,9.85753,0.6183,1.29766,11.51791,-0.68295,0.4974,6.74087,0.52194,0.85353,8.93756,5.13197,-1.40959,5.43125,1.40599,0.63163,1.19271,0.10049,0.13108,9.62708,-0.42318,1.51613,10.71525,0.030946,8.794503,1.588313,0.120644,-0.090044,0.13094,15.258384,30.937057,46.842244,3.050208,1.51613,11.51791,5.84544,1.84298,1.22234,0.50213,Walking
0.81582,9.30686,-0.15263,2.1063,11.41256,-0.01437,0.7009,13.64695,-1.31382,0.15263,5.73411,0.70569,-1.45687,13.26926,9.38946,2.40557,8.11335,-2.03387,1.65918,8.36055,-0.64165,1.53169,12.50551,0.27892,0.44104,0.55864,-0.22877,0.07841,11.66994,1.72562,-0.36571,5.39054,0.762792,9.940963,0.828333,-0.189614,0.018265,-0.002413,12.946184,81.187684,91.267716,4.305828,2.40557,13.64695,9.38946,1.1973,2.18109,0.50274,Walking
-6.07229,18.32223,-4.07912,-1.61489,10.35672,-0.91758,4.14257,8.99083,-0.22805,0.06943,10.04308,0.77333,-2.70126,11.85309,0.95708,0.29329,8.01998,2.26312,-0.25259,10.08797,7.82964,10.19571,12.91672,-3.53264,2.20309,0.3824,0.18326,0.07422,9.2482,0.0844,-2.41635,10.05924,0.171784,10.989806,0.548034,0.072695,0.078528,0.12037,173.59457,77.048011,100.385098,5.924759,10.19571,18.32223,7.82964,2.20309,1.74769,0.50457,Walking
-2.26252,9.64744,1.12587,-1.55863,5.52582,3.18369,0.79607,14.76265,2.3954,2.10929,7.37654,1.46046,0.81463,8.7113,-0.18735,0.80146,14.24849,-0.08559,-1.29227,10.3232,1.74477,-1.41916,5.57909,2.80541,-2.31457,-0.43921,-0.03726,-0.43754,9.77493,5.26784,2.98737,11.36767,0.05387,9.731713,1.368645,-0.193004,0.120464,0.093951,26.707894,90.26868,55.442548,4.152338,2.98737,14.76265,5.26784,1.79472,1.30084,0.5058,Walking
