@relation 'activity_recognition_PAMS01-weka.filters.unsupervised.attribute.Remove-R1-67,80-89,98-127'

@attribute CentroidAccX numeric
@attribute CentroidAccY numeric
@attribute CentroidAccZ numeric
@attribute CentroidGyroX numeric
@attribute CentroidGyroY numeric
@attribute CentroidGyroZ numeric
@attribute stdx numeric
@attribute stdy numeric
@attribute stdz numeric
@attribute Realstddev numeric
@attribute RADII numeric
@attribute Density numeric
@attribute MeanMagnitude numeric
@attribute AbsoluteDiffrence numeric
@attribute maxaccx numeric
@attribute maxaccy numeric
@attribute maxaccz numeric
@attribute maxgyrox numeric
@attribute maxgyroy numeric
@attribute maxgyroz numeric
@attribute class {Sitting,Standing,Running,Walking,cycling,DownStairs,UpStairs}

@data
-0.0829,9.577943,1.353261,-0.021044,-0.013744,-0.004276,0.002018,0.000232,0.00434,0.025672,0.058895,11692.26895,9.67346,0.032585,-0.07003,9.58399,1.39642,-0.01894,-0.01222,0.00031,Standing
-0.080263,9.58369,1.291013,-0.020526,-0.014875,-0.004765,0.005952,0.001089,0.063536,0.08401,0.171446,473.972226,9.670937,0.136551,-0.0413,9.59955,1.37427,-0.01772,-0.0113,-0.00183,Standing
-0.093791,9.585845,1.352424,-0.020068,-0.013958,-0.005038,0.001885,0.000686,0.010272,0.035837,0.083593,4089.073953,9.681295,0.081531,-0.07781,9.60015,1.38385,-0.01772,-0.01038,-0.00275,Standing
-0.080626,9.589555,1.352845,-0.021257,-0.015547,-0.005833,0.000473,0.000684,0.000407,0.012507,0.019088,343431.5779,9.684851,0.069892,-0.07183,9.60374,1.3635,-0.01833,-0.01405,-0.00183,Standing
-0.079132,9.583453,1.348354,-0.019945,-0.013957,-0.004672,0.004876,0.000483,0.005332,0.032698,0.080705,4543.995223,9.678219,0.052667,-0.05507,9.59776,1.38145,-0.01772,-0.01038,-0.00122,Standing
-0.096605,9.594044,1.347876,-0.020556,-0.012766,-0.003299,0.004665,0.000843,0.01899,0.049496,0.082478,4257.115666,9.688862,0.1046,-0.06704,9.60733,1.42874,-0.0171,-0.00855,-0.00153,Standing
-0.080385,9.586563,1.362901,-0.02083,-0.014417,-0.005957,0.000589,0.00037,0.000506,0.012107,0.016173,564668.2363,9.683298,0.051283,-0.06584,9.59416,1.37726,-0.01772,-0.01161,-0.00275,Standing
-0.08212,9.589913,1.361882,-0.02129,-0.014296,-0.004917,0.000817,0.000744,0.001087,0.016273,0.027126,119668.4187,9.68649,0.07304,-0.06584,9.60314,1.37906,-0.01894,-0.01222,-0.00275,Standing
-0.084695,9.581894,1.358229,-0.02193,-0.01402,-0.004245,0.000336,0.000639,0.000993,0.014028,0.02317,192034.4957,9.678058,0.057648,-0.07422,9.59536,1.37786,-0.01924,-0.01222,-0.00214,Standing
-0.081464,9.585307,1.357692,-0.021196,-0.013377,-0.004277,0.000416,0.001233,0.000778,0.015578,0.025534,143479.0265,9.681332,0.089986,-0.07123,9.60973,1.36948,-0.01833,-0.01008,-0.00214,Standing
-0.083917,9.587342,1.360147,-0.020893,-0.014477,-0.003178,0.000622,0.00055,0.000938,0.014529,0.024809,156418.1516,9.683714,0.059268,-0.07063,9.60075,1.37607,-0.01894,-0.01191,-0.00092,Standing
-0.081703,9.580578,1.363557,-0.021349,-0.013592,-0.003848,0.000796,0.000522,0.001099,0.015549,0.025343,146736.8306,9.677481,0.054733,-0.06584,9.59297,1.38265,-0.01894,-0.01069,0.00214,Standing
-0.080984,9.585725,1.359906,-0.020708,-0.014354,-0.004458,0.000401,0.000682,0.001364,0.015643,0.026129,133889.9828,9.682056,0.062146,-0.07003,9.59955,1.37786,-0.01955,-0.0113,-0.00153,Standing
-0.081702,9.584468,1.363795,-0.021105,-0.014141,-0.0051,0.000964,0.000224,0.001781,0.017229,0.027437,115639.4524,9.681369,0.041861,-0.06943,9.59297,1.38564,-0.01924,-0.011,-0.00336,Standing
-0.08236,9.58818,1.362062,-0.021868,-0.014172,-0.005773,0.000565,0.000763,0.001658,0.017278,0.029308,94882.22855,9.684804,0.066066,-0.07302,9.60075,1.37966,-0.01924,-0.01252,-0.00214,Standing
-0.082779,9.583272,1.361582,-0.021289,-0.01521,-0.004274,0.000637,0.000336,0.001105,0.014415,0.023299,188847.4673,9.679877,0.056018,-0.07063,9.59237,1.38145,-0.01894,-0.01374,-0.00244,Standing
-0.083257,9.586085,1.356376,-0.02135,-0.014416,-0.005222,0.000435,0.000387,0.001245,0.014378,0.023493,184210.1236,9.681936,0.039308,-0.06883,9.59776,1.37547,-0.01955,-0.01283,-0.00153,Standing
-0.082899,9.584886,1.35913,-0.021777,-0.014109,-0.005741,0.000276,0.000756,0.001336,0.015387,0.027442,115581.77,9.681132,0.062874,-0.07302,9.59835,1.37966,-0.01985,-0.01191,-0.00214,Standing
-0.084456,9.583091,1.366611,-0.020921,-0.013867,-0.004582,0.000529,0.00042,0.00071,0.012881,0.020057,296047.6204,9.680419,0.042889,-0.07183,9.59177,1.38145,-0.01802,-0.011,-0.00275,Standing
-0.08254,9.590752,1.358828,-0.020984,-0.0146,-0.005499,0.000284,0.000478,0.000851,0.012701,0.020717,268630.0695,9.686892,0.061657,-0.07362,9.59776,1.37427,-0.01802,-0.01252,-0.00336,Standing
-0.083079,9.586443,1.365175,-0.021716,-0.01469,-0.00397,0.000447,0.000519,0.001187,0.014674,0.02547,144564.8163,9.683524,0.064856,-0.07302,9.60075,1.38864,-0.02046,-0.01161,-0.00122,Standing
-0.079189,9.589377,1.354101,-0.020982,-0.014295,-0.004428,0.000791,0.000747,0.001058,0.016112,0.024752,157499.9349,9.684843,0.073657,-0.06584,9.60614,1.37128,-0.01863,-0.01161,0.00122,Standing
-0.08242,9.587819,1.358228,-0.021013,-0.014478,-0.005435,0.000521,0.000315,0.001567,0.015501,0.024466,163092.1448,9.683907,0.051635,-0.07242,9.59895,1.37786,-0.01863,-0.01222,-0.00214,Standing
-0.082302,9.588839,1.357571,-0.021198,-0.013623,-0.0051,0.000432,0.00017,0.001342,0.013944,0.022099,221322.6592,9.684822,0.035536,-0.07362,9.59596,1.37846,-0.01924,-0.0113,-0.00305,Standing
-0.086252,9.589974,1.361282,-0.022175,-0.014353,-0.005558,0.000325,0.000313,0.000715,0.01163,0.017211,468543.7425,9.686497,0.044098,-0.07362,9.60254,1.37188,-0.02016,-0.01252,-0.00183,Standing
-0.01251,8.938452,2.9812,0.003421,-0.08607,0.025046,0.873823,5.039509,40.589451,2.15645,2.796699,0.109193,9.6656,0.70121,0.52732,9.63128,5.47255,0.26786,0.30788,0.09835,Standing
-0.077933,9.630917,0.972646,-0.020556,-0.014539,-0.005468,0.000206,0.000328,0.002133,0.016329,0.029396,94026.8619,9.680233,0.047136,-0.07063,9.64025,1.00078,-0.01772,-0.01191,-0.00153,Standing
-0.076555,9.625649,0.980187,-0.021197,-0.01341,-0.003298,0.000259,0.000277,0.000552,0.010429,0.015526,638177.2955,9.675734,0.041038,-0.06943,9.63307,0.9918,-0.01863,-0.011,0.00061,Standing
-0.076734,9.63325,0.973363,-0.021075,-0.013805,-0.004337,0.000802,0.000263,0.00089,0.013982,0.019565,318912.3527,9.682613,0.047167,-0.05986,9.64145,0.98821,-0.01985,-0.01222,-0.00244,Standing
-0.076613,9.632593,0.968875,-0.020892,-0.013836,-0.004977,0.000356,0.000694,0.000542,0.012618,0.01875,362355.2851,9.681505,0.071346,-0.06883,9.64325,0.98222,-0.01863,-0.01069,-0.00183,Standing
-0.078051,9.629122,0.972164,-0.020922,-0.014141,-0.004093,0.000677,0.000318,0.001182,0.014755,0.024731,157906.1138,9.678397,0.047295,-0.06823,9.63726,0.9912,-0.01985,-0.01008,0.00122,Standing
-0.048301,9.63696,0.94984,-0.021288,-0.013225,-0.003176,0.081447,0.003439,0.033518,0.108813,0.320521,72.537484,9.684377,0.085492,0.22027,9.69113,0.99,-0.01741,-0.01038,0.00122,Standing
-0.076074,9.631814,0.978869,-0.02077,-0.013746,-0.004278,0.001889,0.000708,0.011675,0.037779,0.083588,4089.802614,9.681795,0.059071,-0.04848,9.64325,1.06183,-0.01894,-0.01161,0.00305,Standing
-0.07847,9.637321,0.970668,-0.021594,-0.014356,-0.004856,0.002844,0.000481,0.004556,0.028075,0.048854,20484.81936,9.686436,0.045388,-0.04369,9.65103,1.00497,-0.01863,-0.01038,0.00244,Standing
-0.07009,9.635464,0.973423,-0.021321,-0.014844,-0.004732,0.00144,0.000355,0.001615,0.018466,0.028991,98023.8396,9.684779,0.046451,-0.04788,9.64444,0.99718,-0.01772,-0.01252,-0.00244,Standing
-0.07823,9.63325,0.973902,-0.020983,-0.014784,-0.00568,0.001032,0.000478,0.000386,0.013769,0.027147,119387.5012,9.682678,0.048007,-0.05207,9.64803,0.98282,-0.01833,-0.01191,-0.00275,Standing
-0.083557,9.63319,0.968395,-0.020494,-0.014691,-0.005499,0.000632,0.000506,0.001497,0.016231,0.02658,127193.5197,9.682115,0.053736,-0.07123,9.64504,0.9918,-0.01894,-0.0113,-0.00031,Standing
-0.080566,9.63355,0.96642,-0.020403,-0.013988,-0.005131,0.001128,0.000756,0.000611,0.015795,0.024396,164498.9225,9.682247,0.081937,-0.05926,9.64684,0.97624,-0.01741,-0.01191,-0.00031,Standing
-0.082121,9.636243,0.969054,-0.021563,-0.014752,-0.004766,0.000666,0.000388,0.000656,0.01308,0.017267,463942.2758,9.685201,0.04869,-0.07302,9.64624,0.98342,-0.01985,-0.01191,0.00183,Standing
-0.083438,9.635465,0.965343,-0.021136,-0.013775,-0.004398,0.000614,0.000343,0.000757,0.013095,0.018584,372163.0036,9.684068,0.045853,-0.07063,9.64444,0.97923,-0.02016,-0.01252,-0.00122,Standing
-0.07847,9.636061,0.969112,-0.022081,-0.014447,-0.004735,0.000186,0.000228,0.001776,0.014796,0.024089,170865.0256,9.684999,0.039871,-0.07422,9.64145,0.993,-0.02077,-0.01283,-0.00214,Standing
-0.081102,9.632951,0.968156,-0.020708,-0.013835,-0.00623,0.000498,0.001886,0.001944,0.020802,0.027,121346.9987,9.681833,0.126407,-0.06823,9.65163,0.9924,-0.01894,-0.0113,-0.00122,Standing
-0.080684,9.633728,0.975097,-0.021777,-0.012981,-0.003757,0.000506,0.000449,0.001999,0.017187,0.027027,120980.7948,9.683299,0.063635,-0.07123,9.64684,0.99539,-0.01985,-0.01222,-0.00122,Standing
-0.078528,9.639175,0.972944,-0.021258,-0.014966,-0.005254,0.000493,0.00055,0.00145,0.01579,0.031518,76286.81443,9.688482,0.059706,-0.06883,9.65103,0.9894,-0.01924,-0.01252,-0.00397,Standing
-0.072786,9.638636,1.055542,-0.023365,-0.015638,-0.004551,0.004409,0.001992,0.521138,0.229682,0.681935,7.531864,9.699168,0.240794,-0.0425,9.6624,1.73639,-0.01924,-0.01008,0,Standing
-0.080445,9.633072,0.971088,-0.021503,-0.015058,-0.005741,0.000568,0.000416,0.000535,0.012326,0.016211,560674.8683,9.682235,0.052353,-0.06584,9.64684,0.98641,-0.01894,-0.01344,-0.00305,Standing
-0.078709,9.633071,0.976354,-0.021227,-0.013867,-0.00504,0.000932,0.000335,0.000986,0.015009,0.023644,180714.2054,9.682753,0.04989,-0.06764,9.64145,0.99359,-0.01863,-0.011,0.00153,Standing
-0.083318,9.639713,0.975458,-0.022022,-0.015912,-0.00559,0.000246,0.00016,0.001041,0.012031,0.01762,436608.8006,9.689306,0.028957,-0.07602,9.64564,0.99,-0.01955,-0.01313,-0.00183,Standing
-0.081164,9.635644,0.978151,-0.020983,-0.014263,-0.005834,0.000385,0.0005,0.001977,0.016917,0.028428,103967.817,9.685517,0.054856,-0.06704,9.64684,1.00377,-0.01863,-0.01038,-0.00183,Standing
-0.078948,9.637081,0.968395,-0.02196,-0.014754,-0.006047,0.000349,0.000529,0.001628,0.015831,0.023775,177724.9171,9.685946,0.052174,-0.06943,9.65222,0.99,-0.01741,-0.01283,-0.00244,Standing
-0.078649,9.638399,0.967197,-0.021624,-0.014722,-0.005131,0.000494,0.000424,0.001092,0.014177,0.023879,175427.6725,9.687133,0.05911,-0.07063,9.64983,0.98761,-0.01833,-0.01283,-0.00092,Standing
-0.080804,9.633969,0.971029,-0.021229,-0.014875,-0.004732,0.000563,0.000811,0.002189,0.018876,0.025054,151885.0156,9.683132,0.079923,-0.07183,9.65342,0.99359,-0.01833,-0.01191,-0.00092,Standing
-0.076076,9.632891,0.972345,-0.021593,-0.014019,-0.004308,0.000276,0.00093,0.000853,0.01435,0.023732,178699.703,9.682146,0.074145,-0.06883,9.65522,0.99359,-0.01924,-0.011,-0.00153,Standing
-0.080385,9.635524,0.962948,-0.022022,-0.014691,-0.004796,0.000593,0.000232,0.000812,0.012798,0.016441,537431.2094,9.683863,0.040795,-0.06943,9.64384,0.97444,-0.01955,-0.01283,-0.00092,Standing
-0.077452,9.632832,0.971148,-0.021502,-0.014783,-0.005435,0.000605,0.00026,0.000815,0.012963,0.019043,345875.5605,9.681979,0.044015,-0.06045,9.64265,0.98462,-0.01955,-0.01344,-0.00305,Standing
-0.078829,9.6375,0.967916,-0.021013,-0.014234,-0.003786,0.000829,0.000197,0.001488,0.015856,0.023793,177322.3726,9.686316,0.031785,-0.05626,9.64803,0.98162,-0.01833,-0.01069,0.00031,Standing
-0.078351,9.634805,0.967318,-0.021259,-0.014417,-0.0062,0.000731,0.00042,0.000438,0.012604,0.01926,334312.9116,9.683565,0.051043,-0.06105,9.64444,0.98102,-0.01955,-0.0113,-0.00092,Standing
-0.07919,9.634328,0.971746,-0.021563,-0.014386,-0.005345,0.000368,0.000167,0.000908,0.012016,0.018932,352000.7511,9.683541,0.039549,-0.07063,9.64025,0.98462,-0.01924,-0.01344,-0.00092,Standing
-0.076135,9.634505,0.973543,-0.020525,-0.014935,-0.004215,0.000467,0.000512,0.000727,0.013064,0.018752,362247.0628,9.683873,0.059785,-0.06524,9.64504,0.98761,-0.01833,-0.01069,-0.00214,Standing
-0.081284,9.636901,0.967437,-0.021746,-0.015026,-0.003879,0.000355,0.000427,0.000988,0.013305,0.021378,244486.793,9.685687,0.050817,-0.06943,9.64983,0.98342,-0.02016,-0.00947,-0.00183,Standing
0.199259,9.514798,1.312081,-0.013286,-0.015789,0.031122,2.062411,0.015811,5.129753,0.848998,1.513294,0.689227,9.644093,0.580608,0.94751,9.58878,2.07936,0.14264,0.07269,0.0733,DownStairs
0.907941,8.381202,2.770269,-0.048441,0.168018,0.016675,61.880795,220.097685,50.084888,5.762494,12.447772,0.001238,9.701417,27.385824,6.61578,19.43553,7.84759,3.23239,1.19882,0.63255,DownStairs
0.398934,6.501217,3.994248,-0.477421,-0.345656,-0.218659,69.709037,271.901125,137.976352,6.925219,12.653431,0.001179,9.222037,36.570699,4.92368,17.6728,12.78504,4.12884,0.80756,0.78741,DownStairs
2.160887,8.251495,3.644454,0.506194,-0.489517,-0.107054,78.081249,271.378876,270.220413,7.871979,16.951956,0.00049,10.115637,52.674861,8.15046,19.60851,14.71297,3.35976,1.44286,0.3317,DownStairs
2.001548,8.181825,2.669833,-0.211512,-0.546388,-0.079352,40.2006,296.483003,60.321875,6.300837,11.107582,0.001743,9.470268,43.088759,6.69898,19.05186,6.6056,2.91108,1.29381,0.72846,DownStairs
2.036448,7.924148,3.326922,-0.400789,-0.176114,-0.022419,110.717403,458.397198,235.511178,8.970094,19.477902,0.000323,9.918995,58.751559,4.0109,10.1109,15.83405,1.79778,1.96057,0.88514,DownStairs
2.061211,8.038476,2.897223,0.549077,-0.561723,0.079932,46.295471,364.757903,110.560362,7.222283,14.501564,0.000783,9.471333,56.09757,6.8564,19.59115,10.23461,2.30449,1.62826,1.24219,DownStairs
0.086945,10.107002,4.508701,-0.150885,-1.363728,-0.149723,39.05043,353.487303,165.983873,7.47343,12.885406,0.001116,11.88051,50.553579,3.36505,19.60851,12.06917,2.70338,0.70708,0.69058,DownStairs
-0.16951,8.451771,5.241984,0.024862,-0.452317,0.12648,27.356036,303.086483,268.18538,7.737105,13.175522,0.001044,10.780975,54.085309,3.81815,16.70195,16.23388,2.51738,1.20982,0.53237,DownStairs
-0.136769,-3.41066,8.636424,-0.240193,-0.194805,0.224461,47.752558,63.128531,49.685607,4.007077,10.884773,0.001852,10.07578,6.866011,2.99215,-0.84096,10.55005,0.45754,0.0336,0.93432,UpStairs
-1.312261,-8.347204,1.915781,-0.808938,0.038606,0.34856,24.345697,226.331088,143.760353,6.280423,9.971347,0.002409,10.078958,30.083222,1.20907,-0.24181,7.62314,3.56287,1.27182,1.10414,UpStairs
-1.926972,-9.564955,2.174474,0.473634,-0.52345,0.217164,95.173281,308.872941,236.404871,8.002819,10.616341,0.001996,11.705926,44.312894,1.91656,-1.72682,7.81168,4.08638,1.37597,1.58764,UpStairs
-1.299812,-7.10617,2.521095,-0.001649,-0.436493,0.34688,55.460986,168.465849,156.521671,6.168051,10.155111,0.002281,9.261734,25.993678,2.90716,-0.10774,8.15944,3.44284,1.15423,1.20676,UpStairs
-2.64278,-9.50103,3.720229,-0.618378,-0.172233,0.006171,86.009592,202.571882,298.199963,7.660166,13.023034,0.001081,12.14827,40.140625,2.91973,-1.25815,15.46295,4.2727,1.73058,0.77794,UpStairs
-2.288138,-8.752303,2.194584,0.396267,-0.301004,0.268689,64.424931,153.601707,93.668094,5.582963,7.556323,0.005536,9.899373,39.889181,2.21703,-1.67355,7.17063,4.04118,2.92238,3.12702,UpStairs
-2.248156,-8.67575,4.442742,-0.156197,-0.540555,0.58805,91.420972,264.024637,250.432376,7.783816,13.967063,0.000877,11.88087,40.455014,2.98677,2.24576,14.57111,5.14746,1.95416,2.29594,UpStairs
-1.430296,-8.07259,2.67504,-0.627144,-0.526965,0.256838,53.776749,114.834834,354.715471,7.234135,12.871172,0.00112,10.696822,24.974119,3.26749,-1.72981,15.40489,4.08822,1.08856,2.14872,UpStairs
-4.112639,-8.88997,2.478118,0.094866,-0.289947,-0.03265,78.486036,183.755089,55.545947,5.637261,11.390626,0.001616,11.037861,28.00091,1.01335,0.21009,7.02339,5.03964,1.43584,1.53969,UpStairs
-2.92356,-7.73034,2.335664,0.050793,-0.483777,0.192361,151.368362,271.467888,273.825969,8.346629,13.928363,0.000884,10.399875,47.245618,2.95923,-1.13844,13.67688,3.39824,2.26264,1.5855,UpStairs
-1.373733,-8.245093,2.498049,0.180358,-0.500389,0.281547,33.793162,239.187718,142.402172,6.445022,10.071391,0.002338,10.107772,35.726337,1.80044,-1.74238,7.3095,4.62944,0.91905,1.25288,UpStairs
-2.841257,-8.974067,3.041533,-0.402988,0.106445,-0.337596,75.010908,224.562287,371.802937,8.193755,14.636627,0.000762,12.061854,37.311436,0.38547,-1.33776,15.78856,4.93762,1.85459,0.4725,UpStairs
-2.840778,-9.832209,-0.043336,0.079627,-0.233014,-0.001406,55.577793,207.517713,151.226718,6.436787,11.367914,0.001626,11.51455,33.55041,1.38924,-0.68773,6.81689,4.33501,2.31365,1.11422,UpStairs
-1.573708,-7.903858,2.208174,0.212367,-0.596113,-0.134665,49.031214,189.239716,138.202699,6.135745,11.534435,0.001556,9.492094,34.185327,1.63763,-1.6514,7.38312,3.54088,0.7981,0.64966,UpStairs
-1.966357,-8.256404,4.31118,-0.136498,-0.841587,0.695591,82.641905,148.17333,135.08708,6.048986,9.794833,0.002542,10.675207,31.297219,1.69629,-1.1546,12.36246,2.5522,1.54641,2.14169,UpStairs
-3.232113,-9.049663,1.584422,-0.352471,-0.385395,0.051374,38.292391,142.359089,43.872471,4.738396,8.847488,0.003449,10.341088,27.406477,0.56743,-1.98419,6.02202,3.39519,0.75595,1.13102,UpStairs
-1.67289,-8.367735,1.560122,-0.438541,-0.224065,-0.130205,10.13087,142.532026,113.338765,5.157535,7.917758,0.004812,9.552357,24.188903,0.31364,-2.04405,7.01381,4.28369,1.24922,1.2987,UpStairs
-2.154064,-8.890208,2.20129,-0.085062,-0.572381,0.211847,23.503709,138.109344,253.872249,6.445815,11.645421,0.001512,10.671386,31.210669,1.47064,-0.7446,10.24539,4.71313,1.39461,0.74739,UpStairs
-2.747226,-7.239407,4.997537,0.238421,-0.650632,0.03879,84.606239,78.917731,148.113073,5.582446,9.935063,0.002436,10.22259,25.424445,0.3699,-1.072,11.148,3.04028,0.8885,1.53266,UpStairs
-0.310761,0.511283,5.860887,0.481148,0.108246,0.348164,17.418164,419.130275,103.693972,7.350118,10.794128,0.001899,9.108768,17.183957,1.78852,6.99586,11.25335,3.09861,2.68017,1.27946,DownStairs
-0.334409,-8.647077,2.570415,0.21869,-0.051343,0.109526,9.860822,20.402207,48.917878,2.81391,6.647647,0.008131,9.381811,7.940748,0.8278,-5.67605,8.66402,1.69821,0.3821,0.48014,DownStairs
-0.927155,-8.630379,2.909255,-0.460255,0.37843,-0.024131,17.77803,226.14549,171.299342,6.443779,11.083949,0.001754,10.343604,33.78664,1.2372,-2.86706,11.52748,3.73147,1.38636,1.12552,DownStairs
0.112025,-8.007766,4.071819,0.446176,0.586278,-0.046486,45.344408,306.379204,200.812672,7.433278,12.209597,0.001312,10.16715,49.73615,4.93924,-2.49536,14.49929,4.34997,2.93429,0.93829,DownStairs
-1.653084,-9.889188,0.639431,0.240986,0.886732,-0.140682,46.556849,55.869907,115.879919,4.67233,7.280479,0.006189,10.873053,19.897469,2.01173,-5.56173,5.64134,4.45351,3.71773,0.39462,DownStairs
-2.788466,-8.684067,3.027587,-0.330876,0.430294,-0.264657,78.106869,283.601483,215.443316,7.59705,13.152972,0.00105,11.012774,43.911667,0.62728,-2.45645,9.84077,1.43523,2.82128,0.63011,DownStairs
-0.729279,-7.096893,3.527258,0.104183,0.539273,0.022082,41.592455,125.277466,359.263712,7.253507,15.450833,0.000648,9.513408,36.930704,3.49015,-2.94666,17.4256,4.36616,1.68752,0.86621,DownStairs
-1.970457,-7.605181,3.957196,0.76352,0.316734,-0.112856,47.876739,90.875566,369.820656,7.13143,12.759587,0.00115,10.248321,37.385959,1.08367,-3.44585,16.14709,4.45535,2.40956,1.08245,DownStairs
-3.317286,-9.737998,1.949538,-0.302744,0.452285,-0.197249,130.634298,182.846447,379.171578,8.322574,17.91695,0.000415,12.105756,43.001443,0.25558,-4.64056,14.09167,2.90986,2.24982,0.52687,DownStairs
-1.866126,-8.534731,4.388511,0.307479,0.567465,-0.357968,35.73195,172.169212,166.691244,6.120395,11.677672,0.0015,10.895153,32.971213,1.31537,-3.80439,9.01477,4.73421,3.23728,0.70433,DownStairs
-0.763943,-8.878777,1.877173,0.862175,1.374629,0.094288,55.198987,94.028944,86.460274,4.854773,9.237242,0.00303,9.888583,25.468734,3.16334,-4.98473,7.1437,3.53874,3.5027,0.93829,DownStairs
-1.638258,-9.892662,2.641583,-0.000735,-0.022022,0.002567,86.394077,412.332377,109.937536,7.801692,13.737475,0.000921,11.25827,54.973122,1.21027,1.12707,9.1686,3.29867,2.58885,0.81551,DownStairs
-1.414436,-8.449675,2.276289,-0.166614,0.387716,-0.084177,103.385844,240.372485,772.66347,10.566086,22.065124,0.000222,11.995763,59.621685,3.38899,0.69911,16.49186,2.24401,2.13925,0.86468,DownStairs
-1.146345,-3.202304,7.333021,-0.587225,0.0635,-0.166369,14.543247,263.260502,91.237194,6.074874,12.418589,0.001247,9.969583,12.374704,-0.09158,6.25545,9.65103,0.01527,0.38393,0.18357,UpStairs
-2.050456,-10.40562,3.208051,-0.122723,-0.317559,-0.000733,117.360911,273.906117,295.35717,8.286279,15.328468,0.000663,12.893406,40.478397,3.89417,0.47465,17.61175,4.52254,1.6136,0.44104,UpStairs
-3.092531,-9.141003,2.798402,0.344254,-0.836579,-0.018785,63.244246,360.782806,98.38659,7.227819,11.654946,0.001509,11.311693,41.680392,2.25354,-0.58119,10.53808,4.58302,0.33384,0.65149,UpStairs
-1.898781,-6.496606,4.398689,0.245536,-0.482432,0.163255,11.71263,132.814662,77.517195,4.71216,7.756356,0.005119,8.7978,19.718901,-0.17657,-1.55623,8.55329,2.94468,1.14323,1.07085,UpStairs
-0.985573,-8.083483,4.046201,-0.689695,0.074434,0.108398,42.021946,134.734509,279.308758,6.75326,12.779007,0.001145,10.114139,37.53506,4.14257,-1.24319,16.14709,2.29655,1.70737,0.73426,UpStairs
-2.825816,-10.662576,3.727531,-0.24847,-0.35699,-0.081277,66.156267,239.425544,262.024116,7.533963,15.271492,0.000671,12.624337,43.958281,1.21386,-1.66816,16.79592,4.25743,0.74526,0.34178,UpStairs
-2.459324,-10.230004,2.216192,0.984592,-0.49587,0.045784,44.103302,292.254705,68.007536,6.358974,10.644531,0.00198,11.386002,42.297408,1.0307,-0.28491,8.35457,4.3066,0.78007,2.72018,UpStairs
-3.010889,-9.511027,4.906078,-0.14224,-0.400789,0.770178,97.708923,263.710001,104.265789,6.82411,10.674133,0.001964,11.983771,43.630255,0.50099,-2.36008,9.25179,3.41107,1.71836,2.4627,UpStairs
-1.196024,-7.855377,3.264672,-0.302377,-0.012369,-0.086774,23.541325,126.926988,71.475334,4.71109,8.049368,0.00458,9.293185,23.995675,1.52211,-3.03286,7.16644,2.88787,1.39797,0.49999,UpStairs
-0.468727,-8.003278,3.63805,-0.274675,0.010599,0.016372,22.39582,124.824522,43.379932,4.365779,6.62874,0.0082,9.38536,23.181239,2.393,-2.90058,6.8947,3.62579,1.47341,0.68631,UpStairs
-1.798465,-7.961199,3.376962,0.249508,-0.210932,0.163743,34.730237,93.67602,63.298404,4.378409,6.906497,0.00725,9.512785,21.0114,1.02532,-2.48458,6.49667,3.16856,0.56536,0.94715,UpStairs
-2.351705,-9.351093,2.167771,-0.120617,-0.386831,-0.09184,19.325385,128.898565,93.294394,4.914452,9.770063,0.002561,10.717081,22.781166,0.46268,-1.20548,6.7702,3.01157,0.67042,0.56047,UpStairs
-1.337461,-8.862557,2.61824,-0.014325,-0.186558,0.005315,11.669121,101.269482,78.816517,4.378985,7.17934,0.006455,9.947077,19.778646,1.03549,-3.56616,8.41203,3.33074,1.00029,0.44715,UpStairs
-1.800261,-8.87746,2.052669,-0.158,-0.452773,0.197097,22.354401,176.30815,80.816331,5.286576,8.135382,0.004436,10.120077,31.442809,0.22326,-3.41054,7.8039,3.09037,0.5678,0.79138,UpStairs
-1.321121,-9.280105,2.743575,-0.096396,-0.386374,-0.031644,59.051381,158.15678,114.257449,5.757305,8.967214,0.003313,10.745095,31.380817,2.04405,-1.87765,10.06941,3.32127,1.55465,0.84544,UpStairs
-1.12743,-8.645581,3.48524,0.590949,-0.301187,0.04841,23.497096,188.325929,63.81857,5.250158,9.241908,0.003026,10.099908,29.663248,1.57538,0.03831,9.19733,4.43946,0.58154,0.73731,UpStairs
-2.279159,-8.650551,2.674083,-0.094684,-0.232891,0.326995,93.502862,272.183809,39.403661,6.364671,13.881474,0.000893,10.794641,20.515994,3.04064,3.91033,5.66169,4.90952,1.30695,1.31061,UpStairs
-0.436763,-6.946177,4.456448,-0.177548,-0.666974,0.364932,59.469805,132.866004,102.018036,5.425439,7.931923,0.004786,9.54975,18.971789,2.8066,-0.05447,9.32721,3.71895,1.50639,1.22326,UpStairs
-2.244923,-7.681677,4.175606,0.050427,-0.152013,-0.05507,14.261353,144.51351,78.009775,4.866052,7.27786,0.006196,9.799834,25.346086,-0.1658,-2.13982,10.27472,2.94009,0.88484,0.53237,UpStairs
-2.095765,-7.347684,3.04387,0.160901,-0.522323,0.138819,23.323031,101.948558,149.286036,5.239825,7.544097,0.005563,9.355763,23.418328,0.55067,-2.41695,8.13849,3.30234,0.74006,1.07879,UpStairs
-2.257912,-8.39916,3.884292,-0.210171,-0.18781,0.077548,12.458372,73.398847,173.552033,5.093223,7.19844,0.006403,10.564347,19.994189,-0.62549,-2.67133,10.29986,2.36466,1.04427,1.82343,UpStairs
