@relation 'activity_recognition'

@attribute CentroidAccX numeric
@attribute CentroidAccY numeric
@attribute CentroidAccZ numeric
@attribute class {sitting,standing,walking,stairs_down,stairs_up}

@data
-3.0164,9.3363,-6.8095,stairs_up
-7.1286,8.0875,6.8508,stairs_up
-3.3767,6.4532,6.9345,stairs_up
-3.3767,6.4532,6.9345,stairs_up
-8.3399,8.9278,4.7308,stairs_up
-1.9869,-0.0142,7.9478,stairs_up
-2.7125,0.2077,7.4924,stairs_up
-0.6449,6.7778,1.3741,stairs_up
-0.6919,7.2715,1.2923,stairs_up
-0.6919,7.2715,1.2923,stairs_up
-0.3186,8.3626,1.4741,stairs_up
-3.1283,11.0335,2.9899,stairs_up
-4.2798,9.913,6.0328,stairs_up
-0.0392,9.2822,0.7852,stairs_up
-0.2756,9.1882,1.3736,stairs_up
0.2389,8.6976,1.3377,stairs_up
0.6983,8.4895,1.7301,stairs_up
0.5902,6.2191,3.1478,stairs_up
0.0321,5.6083,2.9987,stairs_up
-0.3121,10.587,2.1451,stairs_up
-1.6586,11.9638,1.3234,stairs_up
-3.1206,12.2916,0.3399,stairs_up
1.208,15.4143,-1.3255,stairs_up
-9.5841,14.8788,0.487,stairs_up
-8.9554,13.6649,-0.1096,stairs_up
-1.3943,10.235,-0.4048,stairs_up
-1.192,10.2625,-0.2487,stairs_up
-1.3858,9.4011,1.9024,stairs_up
-1.1609,8.8149,4.3479,stairs_up
-3.1091,8.5402,6.7993,stairs_up
-5.5049,9.511,1.697,stairs_up
-2.1604,8.7746,6.1841,stairs_up
-1.0484,11.0378,7.1379,stairs_up
-1.0484,11.0378,7.1379,stairs_up
-1.5198,6.4125,-0.3612,stairs_up
-0.9484,5.8171,10.4986,stairs_up
-1.8152,-1.4553,4.8244,stairs_up
-1.2914,1.5441,8.9398,stairs_up
-2.1133,-0.498,9.2029,stairs_up
-2.1133,-0.498,9.2029,stairs_up
-2.3286,9.157,12.6462,stairs_up
0.8414,10.9713,0.2956,stairs_up
-2.6168,13.9569,0.4456,stairs_up
-3.1325,11.3124,2.2217,stairs_up
-2.386,10.9876,1.2803,stairs_up
-2.386,10.9876,1.2803,stairs_up
-0.9695,9.8127,1.041,stairs_up
-0.8742,8.5163,2.2122,stairs_up
-0.5518,7.0416,2.513,stairs_up
-0.1421,10.3931,0.9528,stairs_up
-1.1968,9.358,2.3092,stairs_up
-1.1968,9.358,2.3092,stairs_up
-2.5487,8.0396,3.2975,stairs_up
-6.8802,15.2138,-0.9032,stairs_up
0.5106,15.6462,-0.0139,stairs_up
-1.2794,10.5702,1.5058,stairs_up
-2.9986,11.1527,2.9218,stairs_up
0.8969,13.5694,0.17,stairs_up
0.5954,17.4386,-1.2992,stairs_up
-0.9508,11.0526,0.1951,stairs_up
-2.7293,11.0687,2.8121,stairs_up
-0.5444,9.4138,1.5393,stairs_up
-1.1657,8.7479,3.8143,stairs_up
-0.8307,8.4536,4.3048,stairs_up
-1.7854,8.8364,0.6486,stairs_up
-0.0678,5.128,3.7365,stairs_up
-1.3175,5.2614,0.6537,stairs_up
-2.4865,7.4725,-0.141,stairs_up
-2.0695,9.6844,7.2926,stairs_up
-2.7545,5.7162,2.0149,stairs_up
-3.0464,4.5413,7.2743,stairs_up
-3.4184,3.4261,5.6619,stairs_up
-2.4248,3.2951,4.081,stairs_up
-0.1206,-0.4096,9.05,stairs_up
-4.0012,6.3,5.4486,stairs_up
-3.7093,6.5848,8.576,stairs_up
-9.0644,12.7056,4.5824,stairs_up
-0.544,20.2698,-6.4689,stairs_up
-1.2529,-3.2379,1.1275,stairs_up
-2.0742,9.0068,1.9799,stairs_up
-2.8,9.2097,2.436,stairs_up
-1.5103,8.2932,0.4428,stairs_up
-0.522,7.3768,-1.2824,stairs_up
-2.03,8.052,-0.0944,stairs_up
-2.7843,10.2672,2.0583,stairs_up
-0.518,10.4003,1.0629,stairs_up
-1.1705,10.4946,2.0867,stairs_up
-1.2403,8.9757,-0.853,stairs_up
-1.7937,9.2526,1.6755,stairs_up
-2.1772,10.6516,1.0509,stairs_up
-3.2886,10.3396,-0.8601,stairs_up
-4.61,10.4394,-1.1672,stairs_up
-0.372,11.1161,1.1706,stairs_up
-2.7747,8.5706,-1.4878,stairs_up
-3.9729,8.2818,2.2864,stairs_up
-1.2842,9.7873,-0.5029,stairs_up
-1.9396,6.8669,3.4318,stairs_up
-0.9819,7.6453,2.8416,stairs_up
-7.6144,7.5631,7.5584,stairs_up
0.8845,9.1384,2.028,stairs_up
-0.5877,10.0925,4.2119,stairs_up
-1.6648,7.9941,0.6535,stairs_up
-1.8098,7.3749,-4.9495,stairs_up
-3.3179,2.2584,1.4482,stairs_up
-2.3687,8.1377,0.9887,stairs_up
-0.9843,9.3681,-1.499,stairs_up
-1.832,10.5902,-1.8898,stairs_up
1.9169,17.535,0.0765,stairs_up
-2.0563,9.9472,0.1712,stairs_up
-1.4802,9.6546,-0.2699,stairs_up
-0.2593,8.2076,2.4754,stairs_up
-0.8221,8.9182,1.2473,stairs_up
-1.0974,10.9754,1.0462,stairs_up
-0.3526,14.0221,0.3482,stairs_up
-2.4118,14.0227,-1.4654,stairs_up
-1.1763,12.9304,1.5726,stairs_up
-2.6177,9.1122,0.5984,stairs_up
0.114,9.5619,-2.0135,stairs_up
-0.8461,4.9742,2.178,stairs_up
-1.5116,7.7403,4.0365,stairs_up
-1.1087,4.2762,4.5668,stairs_up
0.9054,5.0795,11.62,stairs_up
-4.8248,2.8692,5.9427,stairs_up
-2.9625,4.975,6.1649,stairs_up
-0.6547,8.9176,1.1993,stairs_up
-1.6088,11.5145,2.7769,stairs_up
-1.9785,5.8776,9.8783,stairs_up
-1.15,7.6159,3.0801,stairs_up
2.1216,9.3226,2.308,stairs_up
-0.8436,10.6923,2.2887,stairs_up
-2.3847,15.7706,1.0988,stairs_up
-3.4178,14.2973,1.9825,stairs_up
1.3327,9.8089,1.4172,stairs_up
-1.6262,7.9007,4.7144,stairs_up
-1.348,5.6281,0.5253,stairs_up
0.8084,9.864,2.2361,stairs_up
-1.6645,0.4159,7.3895,stairs_up
0.7816,8.7029,4.4782,stairs_up
-2.4956,12.8304,3.9096,stairs_up
-0.7217,7.2187,0.7279,stairs_up
-1.8851,3.1554,0.608,stairs_up
-0.3047,11.2441,2.2936,stairs_up
-1.4587,7.7116,2.3813,stairs_up
0.2767,8.9469,2.6477,stairs_up
1.7948,0.9767,9.05,stairs_up
-3.1145,15.2466,0.7566,stairs_up
-3.7815,14.2016,1.3915,stairs_up
3.4492,11.2143,0.3877,stairs_up
-2.2411,9.121,-2.433,stairs_up
-0.4938,8.0449,5.11,stairs_up
0.4852,8.3867,1.1491,stairs_up
-2.5259,2.0526,5.2719,stairs_up
-1.7356,2.5366,6.5504,stairs_up
0.727,11.346,2.4132,stairs_up
-8.9602,-4.7789,5.7672,stairs_up
-1.8242,10.4975,2.8655,stairs_up
0.727,11.346,2.4132,stairs_up
-0.4704,10.315,0.4432,stairs_up
0.4012,7.7218,0.6856,stairs_up
0.727,11.346,2.4132,stairs_up
-1.4156,8.2404,2.4842,stairs_up
0.5998,8.3344,1.2312,stairs_up
0.727,11.346,2.4132,stairs_up
-1.004,11.4348,1.3501,stairs_up
-1.3743,11.079,4.7056,stairs_up
0.727,11.346,2.4132,stairs_up
-1.1309,8.3409,-0.5307,stairs_up
-0.0272,9.2628,-0.4964,stairs_up
0.727,11.346,2.4132,stairs_up
-3.0092,8.0107,1.5678,stairs_up
-1.2379,8.0592,1.9466,stairs_up
0.727,11.346,2.4132,stairs_up
-0.078,11.2267,6.5497,stairs_up
0.4538,8.2794,4.8467,stairs_up
0.727,11.346,2.4132,stairs_up
2.3914,16.8905,1.4003,stairs_up
-1.5538,8.7005,1.1451,stairs_up
0.727,11.346,2.4132,stairs_up
-1.4204,9.6091,1.4434,stairs_up
-1.293,8.7675,0.8268,stairs_up
0.727,11.346,2.4132,stairs_up
-1.9444,8.853,0.5245,stairs_up
-0.7929,10.4042,0.1831,stairs_up
0.727,11.346,2.4132,stairs_up
-2.9996,11.8919,1.8119,stairs_up
-1.817,11.5791,1.1331,stairs_up
0.727,11.346,2.4132,stairs_up
-3.3586,7.1684,0.2446,stairs_up
-0.1013,7.0973,2.0495,stairs_up
0.727,11.346,2.4132,stairs_up
-1.3462,3.2825,6.1955,stairs_up
0.6046,4.5633,7.6416,stairs_up
0.727,11.346,2.4132,stairs_up
-3.9759,12.0977,4.901,stairs_up
0.5232,8.6598,1.9466,stairs_up
0.727,11.346,2.4132,stairs_up
-0.8174,8.5706,1.015,stairs_up
0.796,8.2913,2.1524,stairs_up
0.727,11.346,2.4132,stairs_up
-1.3821,9.4153,1.8454,stairs_up
0.138,10.2869,1.1881,stairs_up
0.727,11.346,2.4132,stairs_up
-4.8134,10.8271,2.6613,stairs_up
0.9348,13.881,4.909,stairs_up
0.727,11.346,2.4132,stairs_up
-1.5711,5.9098,4.1305,stairs_up
-1.4294,5.9655,2.363,stairs_up
0.727,11.346,2.4132,stairs_up
-2.2196,4.5292,7.1024,stairs_up
-0.1947,3.0774,10.3191,stairs_up
0.727,11.346,2.4132,stairs_up
-1.004,13.2988,0.3068,stairs_up
-0.2641,9.1838,-0.786,stairs_up
0.727,11.346,2.4132,stairs_up
-0.9873,7.8384,2.6206,stairs_up
-0.1899,9.6959,3.2866,stairs_up
0.727,11.346,2.4132,stairs_up
-5.5528,16.5363,3.8147,stairs_up
-4.083,13.9575,1.8461,stairs_up
0.727,11.346,2.4132,stairs_up
-2.2507,6.7162,0.8523,stairs_up
-0.1803,6.4704,1.437,stairs_up
0.727,11.346,2.4132,stairs_up
-2.356,2.4187,7.7772,stairs_up
-5.143,0.6319,4.1409,stairs_up
0.727,11.346,2.4132,stairs_up
-1.1596,7.2378,2.5106,stairs_up
0.727,11.346,2.4132,stairs_up
-0.355,9.9352,3.2101,stairs_up
-2.1191,9.1258,3.1064,stairs_up
0.8008,8.7172,1.4561,stairs_up
0.727,11.346,2.4132,stairs_up
-0.358,11.899,0.1393,stairs_up
-4.9468,17.2237,0.3674,stairs_up
0.727,11.346,2.4132,stairs_up
-3.0571,10.1403,2.8886,stairs_up
0.004,6.3148,0.377,stairs_up
0.727,11.346,2.4132,stairs_up
-1.674,3.3758,5.6882,stairs_up
-1.6734,4.2211,5.4043,stairs_up
0.727,11.346,2.4132,stairs_up
-2.9518,4.1272,11.5339,stairs_up
0.2672,13.0148,4.8204,stairs_up
0.727,11.346,2.4132,stairs_up
-1.7793,11.9924,2.1588,stairs_up
0.0135,7.3773,1.2862,stairs_up
0.727,11.346,2.4132,stairs_up
-1.9396,7.8265,1.8765,stairs_up
-0.5249,10.1673,2.6765,stairs_up
0.727,11.346,2.4132,stairs_up
-6.9789,15.0959,1.1203,stairs_up
-1.2547,11.7968,0.7526,stairs_up
0.727,11.346,2.4132,stairs_up
-2.7101,7.9078,4.5421,stairs_up
-0.4028,5.92,0.4607,stairs_up
0.727,11.346,2.4132,stairs_up
-0.1594,2.11,5.6452,stairs_up
1.4755,7.5328,4.7367,stairs_up
0.727,11.346,2.4132,stairs_up
-0.9777,12.0641,-0.356,stairs_up
-0.2688,7.6381,1.4322,stairs_up
0.727,11.346,2.4132,stairs_up
-2.1574,8.6998,1.216,stairs_up
-1.5418,8.7436,0.6497,stairs_up
0.727,11.346,2.4132,stairs_up
-2.6072,9.8819,2.1277,stairs_up
-1.4198,8.6311,0.1712,stairs_up
0.727,11.346,2.4132,stairs_up
0.0775,13.0955,-0.1215,stairs_up
-1.5849,12.1007,-1.2669,stairs_up
0.727,11.346,2.4132,stairs_up
-2.088,7.6279,-0.38,stairs_up
-2.8746,6.9442,2.2266,stairs_up
0.727,11.346,2.4132,stairs_up
0.4125,9.2215,6.1979,stairs_up
3.6291,14.7065,-2.4418,stairs_up
0.727,11.346,2.4132,stairs_up
-0.8342,7.8911,0.0914,stairs_up
-4.6357,9.4973,1.7983,stairs_up
0.727,11.346,2.4132,stairs_up
-1.808,8.6089,1.9339,stairs_up
-0.8599,8.6478,1.1355,stairs_up
0.727,11.346,2.4132,stairs_up
-2.2172,14.0765,1.5056,stairs_up
-3.5398,15.5942,2.9301,stairs_up
0.727,11.346,2.4132,stairs_up
-0.7552,8.6664,-3.0695,stairs_up
-7.0309,4.5657,-0.3624,stairs_up
0.727,11.346,2.4132,stairs_up
-2.1454,2.6795,3.7907,stairs_up
-2.4583,0.1725,8.6346,stairs_up
0.727,11.346,2.4132,stairs_up
1.2787,6.5846,5.0302,stairs_up
-1.3289,8.8154,0.6521,stairs_up
0.727,11.346,2.4132,stairs_up
-1.3725,7.8241,-0.7389,stairs_up
-1.683,8.9158,3.4517,stairs_up
0.727,11.346,2.4132,stairs_up
-1.6884,10.6572,1.027,stairs_up
-1.3432,11.9667,0.6473,stairs_up
0.727,11.346,2.4132,stairs_up
-3.5787,13.1816,3.8817,stairs_up
-1.3384,12.6582,-11.2785,stairs_up
0.727,11.346,2.4132,stairs_up
-0.4154,4.5627,0.8595,stairs_up
-1.1039,-0.0381,7.8928,stairs_up
0.727,11.346,2.4132,stairs_up
-5.1747,15.6797,1.2783,stairs_up
0.4897,9.4518,0.6521,stairs_up
0.727,11.346,2.4132,stairs_up
-1.0997,5.8117,2.5369,stairs_up
-1.3743,7.2863,2.5496,stairs_up
0.727,11.346,2.4132,stairs_up
-0.8413,10.8701,1.9602,stairs_up
-2.5061,18.5948,0.1137,stairs_up
0.727,11.346,2.4132,stairs_up
-2.4637,10.3222,-7.5058,stairs_up
-2.2836,7.6716,1.6571,stairs_up
0.727,11.346,2.4132,stairs_up
-1.5448,1.4328,6.5353,stairs_up
-2.8052,0.0504,10.4579,stairs_up
0.727,11.346,2.4132,stairs_up
-1.1739,10.851,1.1299,stairs_up
-0.5416,10.3013,1.0828,stairs_up
0.727,11.346,2.4132,stairs_up
1.5401,8.6526,3.7293,stairs_up
-0.3364,8.0275,4.1449,stairs_up
0.727,11.346,2.4132,stairs_up
-6.6415,14.3876,1.6228,stairs_up
-2.5492,12.8161,5.7321,stairs_up
0.727,11.346,2.4132,stairs_up
-0.9862,9.4921,-0.3707,stairs_up
-0.3053,4.0434,-0.1598,stairs_up
1.1645,0.8951,5.6507,stairs_up
0.727,11.346,2.4132,stairs_up
-5.8327,4.6655,6.4252,stairs_up
-1.1135,16.2857,1.7169,stairs_up
1.7153,3.5961,9.9758,stairs_up
0.727,11.346,2.4132,stairs_up
4.424,4.4073,11.2321,stairs_up
-2.399,8.1232,0.0723,stairs_up
-1.36,6.5637,1.5973,stairs_up
0.727,11.346,2.4132,stairs_up
0.4686,3.5363,8.0448,stairs_up
-0.5135,10.6787,2.2186,stairs_up
0.3222,12.1892,1.2743,stairs_up
0.727,11.346,2.4132,stairs_up
-3.537,3.6942,8.5617,stairs_up
-1.6286,12.4614,3.6352,stairs_up
-2.1496,11.4068,-7.1413,stairs_up
0.727,11.346,2.4132,stairs_up
-1.7113,4.893,9.7916,stairs_up
-0.8294,3.1509,1.6276,stairs_up
-0.8192,2.6706,5.2224,stairs_up
0.727,11.346,2.4132,stairs_up
0.2485,3.8522,6.8628,stairs_up
-2.3871,8.7788,2.8121,stairs_up
-0.1468,13.1775,-9.3403,stairs_up
0.727,11.346,2.4132,stairs_up
0.6768,4.7303,9.1431,stairs_up
-2.5713,7.6231,2.1971,stairs_up
-1.494,8.3918,2.0256,stairs_up
0.727,11.346,2.4132,stairs_up
-0.4239,4.4097,7.8127,stairs_up
-0.425,11.0783,3.8194,stairs_up
2.7246,13.077,-0.9391,stairs_up
0.727,11.346,2.4132,stairs_up
-1.0652,5.9842,9.8945,stairs_up
1.396,13.0285,-3.3327,stairs_up
-0.0583,11.7896,-1.4296,stairs_up
0.727,11.346,2.4132,stairs_up
-2.4818,6.9724,8.6861,stairs_up
-2.1502,6.0988,0.4192,stairs_up
-3.4321,5.5515,4.9496,stairs_up
0.727,11.346,2.4132,stairs_up
-2.6492,5.6372,10.2055,stairs_up
-5.603,18.7162,-1.8085,stairs_up
-1.6136,7.6357,0.4511,stairs_up
0.727,11.346,2.4132,stairs_up
-3.5332,7.166,0.7064,stairs_up
-1.3959,9.1862,0.3578,stairs_up
0.727,11.346,2.4132,stairs_up
0.1456,8.0564,7.5399,stairs_up
-3.4974,13.775,-3.6294,stairs_up
-3.7982,9.715,0.4296,stairs_up
0.727,11.346,2.4132,stairs_up
-0.7446,5.5798,8.9876,stairs_up
-2.0306,10.6141,-2.6866,stairs_up
-2.3338,9.2173,3.8298,stairs_up
0.727,11.346,2.4132,stairs_up
-0.1535,5.7664,4.2761,stairs_up
-2.7723,3.651,6.5999,stairs_up
0.1499,4.4054,6.8184,stairs_up
0.727,11.346,2.4132,stairs_up
-0.7398,7.6328,5.5467,stairs_up
-2.9996,20.451,0.8212,stairs_up
-0.2808,7.863,3.8107,stairs_up
0.727,11.346,2.4132,stairs_up
-1.9146,6.7379,7.2911,stairs_up
-0.9982,5.2903,4.6494,stairs_up
-2.7197,6.0965,2.099,stairs_up
-0.0152,6.992,1.5279,stairs_up
0.727,11.346,2.4132,stairs_up
-1.3271,10.1451,1.1658,stairs_up
-1.0178,14.125,1.5901,stairs_up
-1.4744,4.1297,6.9704,stairs_up
0.727,11.346,2.4132,stairs_up
-4.6483,11.8919,2.6182,stairs_up
-3.4728,11.2967,-1.7072,stairs_up
1.6866,5.8669,8.9541,stairs_up
0.727,11.346,2.4132,stairs_up
-1.899,3.371,-0.0474,stairs_up
-2.9416,1.8738,7.6798,stairs_up
0.727,11.346,2.4132,stairs_up
2.8375,5.0558,5.4988,stairs_up
-4.6148,10.6572,1.2113,stairs_up
1.2937,14.1202,0.8268,stairs_up
0.727,11.346,2.4132,stairs_up
1.1673,5.4912,9.045,stairs_up
-1.8415,7.5202,1.5678,stairs_up
-2.097,8.0401,2.1524,stairs_up
0.727,11.346,2.4132,stairs_up
1.7177,5.3046,7.9132,stairs_up
-2.3536,11.6215,4.9656,stairs_up
-4.5927,13.2445,4.0834,stairs_up
0.727,11.346,2.4132,stairs_up
-4.5095,8.1615,4.3794,stairs_up
2.122,5.6803,7.8295,stairs_up
-0.9604,6.9465,-0.3696,stairs_up
0.727,11.346,2.4132,stairs_up
-1.5903,0.0881,7.7413,stairs_up
-3.7241,7.2385,11.8601,stairs_up
-0.6882,10.5663,3.573,stairs_up
1.0185,9.0116,0.7646,stairs_up
0.727,11.346,2.4132,stairs_up
4.4335,6.7834,8.911,stairs_up
4.5125,7.3002,4.6996,stairs_up
-0.656,6.1301,9.0235,stairs_up
-2.0917,9.1355,5.4366,stairs_up
-1.5975,6.6085,1.5271,stairs_up
1.7244,6.8126,0.1185,stairs_up
0.727,11.346,2.4132,stairs_up
-1.716,9.0637,7.8223,stairs_up
-10.1685,17.4767,0.759,stairs_up
-4.698,14.4672,-0.5347,stairs_up
0.727,11.346,2.4132,stairs_up
-0.2349,5.3381,7.5064,stairs_up
-4.5933,6.5798,-3.4739,stairs_up
0.7792,5.0419,3.7317,stairs_up
0.727,11.346,2.4132,stairs_up
-0.7781,3.7301,6.9609,stairs_up
-1.4395,1.5285,10.8854,stairs_up
-3.0852,2.7471,13.0278,stairs_up
0.727,11.346,2.4132,stairs_up
0.727,11.346,2.4132,stairs_up
0.3753,6.3909,11.177,stairs_up
-1.6597,7.5585,2.0033,stairs_up
1.3822,11.0742,-0.5586,stairs_up
0.727,11.346,2.4132,stairs_up
-1.0293,5.496,6.6019,stairs_up
-2.7484,8.2356,3.0418,stairs_up
-1.1996,7.9707,2.6573,stairs_up
0.727,11.346,2.4132,stairs_up
-1.2734,5.8119,4.647,stairs_up
-5.0162,14.405,0.9704,stairs_up
-6.7325,13.8827,2.7451,stairs_up
0.727,11.346,2.4132,stairs_up
4.065,5.4841,13.1966,stairs_up
-3.1313,8.9152,9.2009,stairs_up
2.2412,4.8433,0.9034,stairs_up
0.727,11.346,2.4132,stairs_up
2.7418,5.8861,1.5076,stairs_up
-8.3309,2.9642,2.1421,stairs_up
2.2077,5.6975,9.0605,stairs_up
0.727,11.346,2.4132,stairs_up
6.879,12.7271,0.6701,stairs_up
-1.6381,8.6041,2.2186,stairs_up
-1.1973,10.3707,0.6354,stairs_up
0.727,11.346,2.4132,stairs_up
1.1027,13.3612,2.1704,stairs_up
-1.8367,7.6805,2.0176,stairs_up
-0.7641,7.4778,0.5947,stairs_up
0.727,11.346,2.4132,stairs_up
0.8108,4.5389,-3.4431,stairs_up
-4.9139,16.9647,-6.3046,stairs_up
-2.9775,8.3966,5.902,stairs_up
0.727,11.346,2.4132,stairs_up
5.6323,6.4603,3.1826,stairs_up
-2.1167,7.9557,0.3498,stairs_up
-0.9436,9.1121,0.0826,stairs_up
0.727,11.346,2.4132,stairs_up
2.3159,0.0739,-0.5,stairs_up
-4.1434,6.8981,2.7451,stairs_up
-1.4294,10.007,4.2103,stairs_up
0.727,11.346,2.4132,stairs_up
2.2656,12.0643,-0.1123,stairs_up
-3.4639,16.9264,0.2039,stairs_up
-0.9364,8.009,-0.8625,stairs_up
0.727,11.346,2.4132,stairs_up
3.2467,12.1026,-1.9476,stairs_up
-3.2389,7.0727,0.6633,stairs_up
-2.9632,8.3703,0.6665,stairs_up
0.727,11.346,2.4132,stairs_up
-2.4469,9.6354,1.2543,stairs_up
2.3063,16.2063,-2.0792,stairs_up
-0.8144,10.9067,1.2719,stairs_up
0.727,11.346,2.4132,stairs_up
2.5767,-1.5389,2.6299,stairs_up
-0.4776,17.2614,1.5032,stairs_up
0.6093,12.3256,-3.6861,stairs_up
0.727,11.346,2.4132,stairs_up
-6.2898,8.262,4.5014,stairs_up
-6.5089,4.1273,8.2506,stairs_up
-5.9087,7.4179,5.1147,stairs_up
0.727,11.346,2.4132,stairs_up
-2.0282,3.6653,9.0741,stairs_up
-0.2636,3.3401,-2.4669,stairs_up
-5.0449,7.0662,4.1265,stairs_up
0.727,11.346,2.4132,stairs_up
1.1242,11.4159,2.0939,stairs_up
-3.3969,10.9898,0.7566,stairs_up
-1.9199,8.9541,1.4585,stairs_up
0.727,11.346,2.4132,stairs_up
-0.3043,9.4274,1.9551,stairs_up
-1.4682,6.7664,1.7544,stairs_up
-0.6541,9.7916,2.5616,stairs_up
0.727,11.346,2.4132,stairs_up
0.5356,9.9371,3.2927,stairs_up
-5.9883,16.4789,1.3859,stairs_up
-3.4082,15.0247,3.3034,stairs_up
0.727,11.346,2.4132,stairs_up
-4.1386,5.7734,5.6834,stairs_up
-3.7404,2.0025,7.2982,stairs_up
-1.3312,4.3288,-0.6209,stairs_up
0.727,11.346,2.4132,stairs_up
3.4429,10.8895,-3.3546,stairs_up
-7.2248,2.917,4.6314,stairs_up
-1.9851,3.5959,12.9481,stairs_up
0.727,11.346,2.4132,stairs_up
-1.4911,7.8913,2.9648,stairs_up
-1.363,9.3483,0.1632,stairs_up
-1.1326,10.519,1.1427,stairs_up
0.727,11.346,2.4132,stairs_up
0.4495,13.6532,-0.5885,stairs_up
-0.9251,7.3575,1.7042,stairs_up
0.2504,10.4975,1.1618,stairs_up
0.727,11.346,2.4132,stairs_up
-0.8498,8.4871,-1.0695,stairs_up
-7.5221,15.1485,0.3211,stairs_up
-3.9538,13.7685,1.839,stairs_up
0.727,11.346,2.4132,stairs_up
0.538,3.1128,6.6642,stairs_up
-2.7149,5.9194,5.1235,stairs_up
-1.0609,5.7262,0.9943,stairs_up
0.727,11.346,2.4132,stairs_up
-1.984,10.5186,-3.4958,stairs_up
-1.0136,3.998,10.8567,stairs_up
-7.3037,4.6327,6.0934,stairs_up
0.727,11.346,2.4132,stairs_up
0.3418,7.3505,3.9315,stairs_up
-2.5905,10.1762,-0.7676,stairs_up
-2.4008,11.2704,-0.7262,stairs_up
0.727,11.346,2.4132,stairs_up
2.2872,12.8061,-0.2248,stairs_up
0.714,9.9321,2.0631,stairs_up
0.9683,12.9741,2.1165,stairs_up
0.727,11.346,2.4132,stairs_up
0.1121,12.1529,6.5445,stairs_up
-4.4258,12.5068,1.5869,stairs_up
-2.097,12.5816,5.3038,stairs_up
0.727,11.346,2.4132,stairs_up
0.9831,4.2805,0.6629,stairs_up
-0.4298,3.9501,1.3931,stairs_up
-1.2451,-1.0191,6.4571,stairs_up
0.727,11.346,2.4132,stairs_up
-0.2277,10.0903,2.6801,stairs_up
-5.0288,13.5477,7.447,stairs_up
0.449,7.9276,4.0499,stairs_up
0.727,11.346,2.4132,stairs_up
-0.4359,10.1596,1.6129,stairs_up
-1.5568,5.4863,0.3953,stairs_up
-2.5803,6.1761,2.7363,stairs_up
0.727,11.346,2.4132,stairs_up
1.9522,13.6603,3.4506,stairs_up
-2.4565,12.7892,2.781,stairs_up
0.2863,15.4913,3.2268,stairs_up
0.727,11.346,2.4132,stairs_up
0.6505,15.5842,-2.2946,stairs_up
-5.8926,11.6358,-10.8773,stairs_up
-2.5612,9.5739,-2.7912,stairs_up
0.727,11.346,2.4132,stairs_up
-3.8935,2.0097,6.8508,stairs_up
-2.7436,0.7557,5.1283,stairs_up
-2.6688,1.333,6.5552,stairs_up
0.727,11.346,2.4132,stairs_up
1.141,5.4362,3.2759,stairs_up
-3.7917,1.4376,12.7136,stairs_up
-5.0305,13.924,0.7383,stairs_up
0.727,11.346,2.4132,stairs_up
-0.0937,8.3076,2.6825,stairs_up
-2.0856,8.6927,0.0603,stairs_up
-0.733,8.2889,0.7335,stairs_up
0.727,11.346,2.4132,stairs_up
-2.1444,10.7291,3.4195,stairs_up
-0.9532,8.8177,0.4679,stairs_up
-2.0425,8.1495,0.3475,stairs_up
0.727,11.346,2.4132,stairs_up
-0.6393,8.712,-1.7777,stairs_up
0.6135,12.0761,-4.5507,stairs_up
-0.2808,14.6873,-4.0857,stairs_up
0.727,11.346,2.4132,stairs_up
-3.994,1.0549,8.8823,stairs_up
-0.4226,8.841,-3.4236,stairs_up
-1.9223,7.6142,2.5114,stairs_up
0.727,11.346,2.4132,stairs_up
3.2634,9.3317,-0.9713,stairs_up
-4.2631,5.7375,2.0918,stairs_up
-1.3887,6.5039,1.9155,stairs_up
0.727,11.346,2.4132,stairs_up
-1.5174,8.1162,3.1323,stairs_up
-7.7829,14.8518,8.8037,stairs_up
-2.4367,9.1049,6.2537,stairs_up
0.727,11.346,2.4132,stairs_up
-0.6297,11.6671,-5.3861,stairs_up
-3.5572,8.1638,1.0797,stairs_up
-3.5374,9.9519,2.0184,stairs_up
0.727,11.346,2.4132,stairs_up
0.4471,7.987,2.6179,stairs_up
-3.5189,8.9248,2.6996,stairs_up
-2.5444,9.3274,2.3127,stairs_up
0.727,11.346,2.4132,stairs_up
-4.5491,2.0264,5.2213,stairs_up
-1.7267,16.9264,0.8404,stairs_up
-2.9225,15.3884,-0.0466,stairs_up
0.727,11.346,2.4132,stairs_up
-8.1336,-1.5652,4.9174,stairs_up
-3.9137,10.5351,-5.1489,stairs_up
-5.3512,8.1406,-2.0494,stairs_up
0.727,11.346,2.4132,stairs_up
1.3133,9.6476,-0.342,stairs_up
-1.9827,-1.1705,5.9323,stairs_up
-2.6306,1.936,7.2587,stairs_up
0.727,11.346,2.4132,stairs_up
0.8515,8.5541,1.5411,stairs_up
-2.7915,10.6811,3.5849,stairs_up
0.2743,5.3601,5.9857,stairs_up
0.727,11.346,2.4132,stairs_up
-3.0571,4.3353,2.1205,stairs_up
-1.7376,11.3154,1.0434,stairs_up
-2.1879,6.8987,2.2386,stairs_up
0.727,11.346,2.4132,stairs_up
1.5047,9.3628,-0.0597,stairs_up
-1.8654,13.6315,1.7807,stairs_up
-6.0954,19.8032,-1.389,stairs_up
0.727,11.346,2.4132,stairs_up
-2.4315,7.0896,3.2975,stairs_up
-4.2056,10.1642,-9.956,stairs_up
-3.6355,7.741,4.9736,stairs_up
